msoa,chargepoints
E02002055,0
E02002056,0
E02002057,0
E02002058,0
E02002059,3
E02002060,2
E02002061,4
E02002062,0
E02002063,0
E02002064,0
E02002065,0
E02002066,0
E02002067,0
E02002068,0
E02002069,0
E02002070,0
E02002071,0
E02002072,2
E02002073,0
E02002074,0
E02002075,2
E02002076,0
E02002077,2
E02002078,0
E02002079,0
E02002080,0
E02002081,0
E02002082,0
E02002083,3
E02002084,0
E02002085,0
E02002086,1
E02002087,0
E02002088,0
E02002089,10
E02002090,0
E02002091,5
E02002092,1
E02002093,2
E02002094,0
E02002095,2
E02002096,1
E02002097,0
E02002098,4
E02002099,9
E02002101,0
E02002102,4
E02002103,2
E02002104,0
E02002105,0
E02002106,2
E02002107,6
E02002108,2
E02002109,8
E02002110,3
E02002111,0
E02002112,1
E02002113,0
E02002114,0
E02002115,0
E02002116,0
E02002117,0
E02002118,0
E02002119,2
E02002120,0
E02002121,0
E02002122,0
E02002123,0
E02002124,4
E02002125,0
E02002126,0
E02002127,0
E02002128,0
E02002129,0
E02002130,0
E02002131,0
E02002132,0
E02002133,1
E02002134,0
E02002135,0
E02002136,1
E02002137,2
E02002138,0
E02002139,1
E02002140,1
E02002141,0
E02002142,3
E02002143,0
E02002144,0
E02002145,0
E02002146,0
E02002147,1
E02002148,0
E02002149,1
E02002150,0
E02002151,0
E02002152,0
E02002153,0
E02002154,0
E02002155,0
E02002156,1
E02002157,1
E02002158,0
E02002159,0
E02002160,0
E02002161,1
E02002162,0
E02002163,0
E02002164,3
E02002165,1
E02002166,1
E02002167,1
E02002168,7
E02002169,0
E02002170,0
E02002171,0
E02002174,0
E02002175,0
E02002176,0
E02002177,0
E02002178,0
E02002179,0
E02002180,0
E02002181,1
E02002182,0
E02002183,0
E02002184,4
E02002185,0
E02002186,2
E02002187,0
E02002188,0
E02002189,0
E02002190,3
E02002191,0
E02002192,0
E02002193,0
E02002194,2
E02002195,1
E02002196,1
E02002197,3
E02002198,0
E02002199,1
E02002200,0
E02002201,1
E02002202,2
E02002203,0
E02002204,0
E02002205,1
E02002206,0
E02002207,0
E02002208,0
E02002209,0
E02002210,0
E02002211,0
E02002212,0
E02002213,0
E02002214,0
E02002215,1
E02002216,2
E02002217,0
E02002218,0
E02002219,0
E02002220,3
E02002221,8
E02002222,0
E02002223,2
E02002224,0
E02002225,0
E02002226,1
E02002227,0
E02002228,1
E02002229,0
E02002230,0
E02002231,7
E02002232,2
E02002233,0
E02002234,0
E02002235,1
E02002236,1
E02002237,0
E02002238,2
E02002239,2
E02002240,0
E02002241,2
E02002242,3
E02002243,1
E02002244,0
E02002245,0
E02002246,3
E02002247,4
E02002248,0
E02002249,0
E02002250,0
E02002251,6
E02002252,0
E02002253,0
E02002254,3
E02002255,0
E02002256,1
E02002257,0
E02002258,6
E02002259,3
E02002260,3
E02002261,1
E02002262,4
E02002263,0
E02002264,0
E02002265,1
E02002266,0
E02002267,0
E02002268,3
E02002269,0
E02002270,0
E02002271,0
E02002272,3
E02002273,2
E02002274,0
E02002275,2
E02002276,0
E02002277,0
E02002278,0
E02002279,0
E02002280,3
E02002281,1
E02002282,0
E02002283,2
E02002284,0
E02002285,0
E02002286,1
E02002287,2
E02002288,0
E02002289,0
E02002290,0
E02002291,0
E02002292,0
E02002293,2
E02002294,0
E02002295,3
E02002296,2
E02002297,0
E02002298,0
E02002299,4
E02002300,1
E02002301,0
E02002302,0
E02002303,2
E02002304,1
E02002305,0
E02002306,0
E02002307,0
E02002308,0
E02002309,0
E02002310,0
E02002311,0
E02002312,0
E02002313,1
E02002314,0
E02002315,0
E02002316,0
E02002317,0
E02002318,0
E02002319,2
E02002320,0
E02002321,0
E02002322,0
E02002323,0
E02002324,0
E02002325,0
E02002326,0
E02002327,0
E02002328,3
E02002329,2
E02002330,0
E02002331,7
E02002332,1
E02002333,5
E02002334,1
E02002335,2
E02002336,0
E02002337,0
E02002338,1
E02002339,5
E02002340,0
E02002341,1
E02002342,0
E02002343,0
E02002344,0
E02002345,1
E02002346,0
E02002347,0
E02002348,0
E02002349,0
E02002350,3
E02002351,0
E02002352,0
E02002353,0
E02002354,0
E02002356,2
E02002357,0
E02002358,0
E02002359,0
E02002360,0
E02002361,1
E02002362,0
E02002363,3
E02002364,0
E02002366,0
E02002367,0
E02002368,1
E02002369,0
E02002370,0
E02002371,0
E02002373,1
E02002374,3
E02002375,0
E02002376,1
E02002377,0
E02002379,0
E02002380,0
E02002381,1
E02002382,1
E02002383,0
E02002384,4
E02002385,2
E02002386,0
E02002387,0
E02002388,0
E02002389,1
E02002390,2
E02002391,2
E02002392,8
E02002393,1
E02002394,1
E02002395,0
E02002396,0
E02002397,0
E02002398,0
E02002399,0
E02002400,2
E02002401,7
E02002402,5
E02002403,7
E02002404,0
E02002405,3
E02002406,0
E02002407,0
E02002408,1
E02002409,0
E02002410,1
E02002411,1
E02002412,1
E02002414,2
E02002415,0
E02002416,1
E02002417,0
E02002418,0
E02002419,10
E02002420,0
E02002421,0
E02002422,7
E02002423,17
E02002424,0
E02002425,0
E02002426,2
E02002427,6
E02002428,3
E02002429,0
E02002430,0
E02002431,2
E02002432,0
E02002433,7
E02002434,0
E02002435,3
E02002436,0
E02002437,0
E02002438,0
E02002439,2
E02002440,0
E02002441,0
E02002442,6
E02002443,1
E02002444,0
E02002445,4
E02002446,0
E02002447,1
E02002448,4
E02002449,0
E02002450,1
E02002451,0
E02002452,2
E02002453,2
E02002454,4
E02002455,1
E02002456,1
E02002457,0
E02002458,0
E02002459,0
E02002460,0
E02002461,0
E02002462,1
E02002463,0
E02002464,1
E02002465,2
E02002466,0
E02002467,2
E02002468,2
E02002469,0
E02002470,2
E02002471,2
E02002472,0
E02002473,1
E02002474,0
E02002475,3
E02002476,0
E02002477,0
E02002478,0
E02002479,2
E02002480,1
E02002481,1
E02002482,0
E02002483,0
E02002484,0
E02002485,0
E02002487,3
E02002488,0
E02002489,13
E02002490,0
E02002491,0
E02002492,0
E02002493,1
E02002494,0
E02002496,28
E02002497,1
E02002498,0
E02002499,1
E02002500,0
E02002501,0
E02002502,0
E02002503,0
E02002504,0
E02002505,0
E02002506,0
E02002507,0
E02002508,0
E02002509,2
E02002510,0
E02002512,0
E02002513,0
E02002514,4
E02002515,1
E02002516,0
E02002517,4
E02002518,2
E02002519,0
E02002520,4
E02002521,0
E02002523,0
E02002524,0
E02002525,0
E02002526,1
E02002527,1
E02002529,2
E02002530,0
E02002532,5
E02002533,0
E02002534,2
E02002535,13
E02002536,7
E02002537,6
E02002538,0
E02002539,3
E02002540,0
E02002541,0
E02002542,4
E02002543,8
E02002544,6
E02002545,0
E02002546,0
E02002547,0
E02002548,40
E02002549,0
E02002550,0
E02002551,15
E02002552,14
E02002553,0
E02002554,17
E02002555,0
E02002556,2
E02002557,2
E02002558,2
E02002559,6
E02002560,0
E02002561,0
E02002562,1
E02002563,0
E02002564,0
E02002565,0
E02002566,19
E02002567,10
E02002568,0
E02002569,0
E02002570,0
E02002571,0
E02002572,0
E02002573,0
E02002574,0
E02002575,0
E02002576,0
E02002577,0
E02002578,0
E02002579,0
E02002580,20
E02002581,0
E02002582,2
E02002583,0
E02002584,2
E02002585,11
E02002586,1
E02002587,0
E02002588,0
E02002589,0
E02002590,0
E02002591,0
E02002592,2
E02002593,8
E02002594,4
E02002595,2
E02002596,0
E02002597,0
E02002598,7
E02002599,9
E02002600,2
E02002601,1
E02002602,0
E02002603,0
E02002604,0
E02002605,0
E02002606,0
E02002607,31
E02002608,1
E02002609,0
E02002610,3
E02002611,0
E02002612,0
E02002613,0
E02002614,0
E02002615,0
E02002616,0
E02002617,0
E02002618,0
E02002619,0
E02002620,0
E02002621,2
E02002622,3
E02002623,0
E02002624,0
E02002625,0
E02002626,0
E02002627,1
E02002628,1
E02002629,0
E02002630,0
E02002631,0
E02002632,0
E02002633,0
E02002634,0
E02002635,0
E02002636,0
E02002637,0
E02002638,1
E02002639,0
E02002640,0
E02002641,0
E02002642,2
E02002643,0
E02002644,0
E02002645,0
E02002646,6
E02002647,0
E02002648,0
E02002649,2
E02002650,0
E02002651,0
E02002652,0
E02002653,0
E02002654,0
E02002655,0
E02002656,0
E02002657,0
E02002658,0
E02002659,0
E02002660,0
E02002661,0
E02002662,0
E02002663,0
E02002664,0
E02002665,0
E02002666,0
E02002667,1
E02002668,0
E02002669,0
E02002670,0
E02002671,0
E02002672,0
E02002673,0
E02002674,0
E02002675,0
E02002676,0
E02002677,2
E02002678,0
E02002679,1
E02002680,3
E02002681,2
E02002682,0
E02002684,0
E02002685,0
E02002686,1
E02002687,3
E02002688,1
E02002689,0
E02002691,0
E02002692,0
E02002693,0
E02002694,1
E02002695,2
E02002696,0
E02002697,0
E02002698,2
E02002699,0
E02002700,1
E02002701,0
E02002702,4
E02002703,1
E02002704,0
E02002705,0
E02002706,0
E02002707,0
E02002708,1
E02002709,0
E02002710,0
E02002711,0
E02002712,1
E02002714,2
E02002715,1
E02002716,0
E02002717,0
E02002718,1
E02002719,1
E02002720,0
E02002721,0
E02002722,2
E02002723,1
E02002724,1
E02002725,0
E02002726,1
E02002727,0
E02002728,7
E02002729,0
E02002730,0
E02002731,0
E02002732,2
E02002733,2
E02002734,0
E02002735,0
E02002736,0
E02002737,0
E02002738,0
E02002739,0
E02002740,0
E02002741,2
E02002742,2
E02002743,0
E02002744,0
E02002745,0
E02002746,0
E02002747,3
E02002748,0
E02002749,3
E02002750,0
E02002751,0
E02002752,0
E02002753,3
E02002754,0
E02002755,1
E02002756,1
E02002757,0
E02002758,1
E02002759,2
E02002760,0
E02002761,0
E02002762,0
E02002763,0
E02002764,0
E02002765,0
E02002766,0
E02002767,0
E02002768,0
E02002769,1
E02002770,0
E02002771,0
E02002772,0
E02002773,0
E02002774,0
E02002775,0
E02002776,6
E02002777,5
E02002778,1
E02002779,0
E02002780,0
E02002781,2
E02002782,9
E02002783,0
E02002784,17
E02002785,0
E02002786,0
E02002787,0
E02002788,1
E02002789,0
E02002790,0
E02002791,2
E02002792,0
E02002793,4
E02002794,7
E02002795,0
E02002796,0
E02002797,1
E02002798,1
E02002799,6
E02002800,0
E02002801,0
E02002802,1
E02002803,0
E02002804,0
E02002805,0
E02002806,0
E02002807,0
E02002808,36
E02002809,0
E02002810,0
E02002811,2
E02002812,7
E02002813,4
E02002814,0
E02002815,0
E02002816,3
E02002817,0
E02002818,0
E02002819,12
E02002820,2
E02002821,0
E02002822,0
E02002823,0
E02002824,1
E02002825,1
E02002826,0
E02002827,0
E02002828,7
E02002829,0
E02002830,1
E02002831,0
E02002832,0
E02002833,0
E02002834,6
E02002835,2
E02002836,0
E02002837,0
E02002838,0
E02002839,0
E02002842,0
E02002843,0
E02002844,2
E02002845,0
E02002846,0
E02002847,0
E02002848,0
E02002849,6
E02002851,0
E02002852,6
E02002853,0
E02002854,0
E02002855,0
E02002856,20
E02002857,2
E02002858,0
E02002860,0
E02002861,0
E02002862,0
E02002863,6
E02002864,1
E02002865,2
E02002866,1
E02002867,5
E02002868,10
E02002869,6
E02002871,1
E02002872,10
E02002873,0
E02002874,0
E02002875,0
E02002876,10
E02002877,17
E02002878,0
E02002879,0
E02002880,0
E02002881,10
E02002882,1
E02002883,0
E02002884,4
E02002885,8
E02002886,2
E02002887,6
E02002888,0
E02002889,7
E02002890,31
E02002891,0
E02002892,2
E02002893,11
E02002894,0
E02002895,0
E02002896,20
E02002897,1
E02002898,27
E02002899,5
E02002901,0
E02002902,9
E02002903,0
E02002904,0
E02002905,0
E02002906,0
E02002907,3
E02002908,2
E02002909,2
E02002910,2
E02002911,1
E02002912,0
E02002913,0
E02002914,5
E02002915,0
E02002916,8
E02002917,0
E02002918,0
E02002919,4
E02002920,2
E02002921,0
E02002922,0
E02002923,4
E02002924,0
E02002925,7
E02002926,3
E02002927,0
E02002928,0
E02002929,0
E02002930,0
E02002931,1
E02002932,0
E02002933,0
E02002934,0
E02002935,0
E02002936,1
E02002937,0
E02002938,1
E02002939,1
E02002940,0
E02002941,0
E02002942,1
E02002943,1
E02002944,2
E02002945,3
E02002946,0
E02002947,0
E02002948,0
E02002949,2
E02002950,1
E02002951,0
E02002952,0
E02002953,0
E02002954,0
E02002955,0
E02002956,0
E02002957,0
E02002958,0
E02002959,3
E02002960,0
E02002961,0
E02002962,4
E02002963,0
E02002964,0
E02002965,18
E02002966,0
E02002967,0
E02002968,2
E02002969,0
E02002970,0
E02002971,0
E02002972,2
E02002973,3
E02002974,0
E02002975,0
E02002976,3
E02002977,0
E02002978,0
E02002979,0
E02002980,0
E02002981,0
E02002982,0
E02002983,3
E02002984,0
E02002985,3
E02002986,0
E02002987,1
E02002988,1
E02002989,0
E02002990,1
E02002991,7
E02002992,2
E02002993,6
E02002994,5
E02002995,0
E02002996,7
E02002997,0
E02002998,0
E02002999,0
E02003000,0
E02003001,1
E02003002,0
E02003003,0
E02003004,0
E02003005,1
E02003006,16
E02003007,2
E02003008,0
E02003009,2
E02003010,0
E02003011,0
E02003012,0
E02003013,0
E02003014,0
E02003015,9
E02003016,0
E02003017,0
E02003018,0
E02003019,8
E02003020,0
E02003021,2
E02003022,0
E02003023,0
E02003024,2
E02003025,2
E02003026,0
E02003027,0
E02003028,0
E02003029,0
E02003030,2
E02003031,0
E02003032,0
E02003033,1
E02003034,4
E02003036,5
E02003037,0
E02003038,0
E02003039,0
E02003040,3
E02003041,5
E02003043,52
E02003044,0
E02003045,6
E02003046,1
E02003047,3
E02003048,0
E02003049,0
E02003050,0
E02003051,0
E02003052,0
E02003053,0
E02003054,7
E02003055,0
E02003056,1
E02003057,0
E02003058,0
E02003059,1
E02003060,0
E02003061,0
E02003062,0
E02003063,2
E02003064,1
E02003065,2
E02003066,4
E02003067,0
E02003068,3
E02003069,0
E02003070,6
E02003071,1
E02003072,0
E02003073,2
E02003074,3
E02003075,1
E02003076,0
E02003077,11
E02003078,1
E02003079,0
E02003080,0
E02003081,0
E02003082,0
E02003084,3
E02003085,0
E02003086,0
E02003087,0
E02003088,0
E02003089,0
E02003090,0
E02003091,2
E02003092,0
E02003093,1
E02003094,12
E02003095,2
E02003096,1
E02003097,0
E02003098,3
E02003099,0
E02003100,9
E02003101,1
E02003102,0
E02003103,0
E02003104,0
E02003105,0
E02003106,8
E02003107,1
E02003108,0
E02003109,1
E02003110,11
E02003111,0
E02003112,1
E02003113,0
E02003114,1
E02003115,0
E02003116,0
E02003117,3
E02003118,0
E02003119,0
E02003120,3
E02003121,0
E02003122,2
E02003123,0
E02003124,0
E02003125,0
E02003126,10
E02003127,0
E02003128,0
E02003129,1
E02003130,0
E02003131,4
E02003132,0
E02003133,0
E02003134,2
E02003135,0
E02003136,1
E02003137,1
E02003138,1
E02003139,1
E02003140,3
E02003141,0
E02003142,2
E02003143,0
E02003144,2
E02003145,0
E02003146,0
E02003147,3
E02003148,20
E02003149,0
E02003150,1
E02003151,0
E02003152,1
E02003153,2
E02003154,0
E02003155,0
E02003156,1
E02003157,0
E02003158,1
E02003159,0
E02003161,0
E02003163,0
E02003164,1
E02003165,0
E02003166,11
E02003167,1
E02003168,1
E02003169,0
E02003170,0
E02003171,0
E02003172,5
E02003173,1
E02003174,0
E02003175,0
E02003176,0
E02003177,0
E02003178,0
E02003179,1
E02003180,2
E02003181,0
E02003182,7
E02003183,0
E02003184,0
E02003185,0
E02003186,0
E02003187,0
E02003188,5
E02003189,1
E02003190,2
E02003191,0
E02003192,3
E02003194,0
E02003195,1
E02003196,0
E02003197,0
E02003198,0
E02003199,2
E02003200,0
E02003201,2
E02003202,5
E02003203,3
E02003204,4
E02003205,1
E02003206,2
E02003207,0
E02003208,4
E02003209,0
E02003210,0
E02003211,0
E02003212,0
E02003214,0
E02003215,1
E02003216,1
E02003217,0
E02003218,0
E02003219,1
E02003220,0
E02003221,0
E02003222,0
E02003223,1
E02003224,0
E02003225,2
E02003226,5
E02003227,0
E02003228,5
E02003229,0
E02003230,4
E02003231,0
E02003232,2
E02003233,1
E02003234,2
E02003235,13
E02003236,2
E02003237,0
E02003238,2
E02003239,0
E02003240,1
E02003241,0
E02003242,2
E02003243,0
E02003244,0
E02003245,1
E02003246,0
E02003247,1
E02003248,1
E02003249,5
E02003250,9
E02003251,1
E02003252,2
E02003253,6
E02003254,0
E02003255,0
E02003257,2
E02003258,0
E02003259,0
E02003260,0
E02003261,0
E02003262,0
E02003263,0
E02003264,0
E02003265,2
E02003266,0
E02003267,0
E02003268,0
E02003269,0
E02003270,1
E02003271,1
E02003272,2
E02003273,6
E02003274,0
E02003275,31
E02003276,0
E02003277,1
E02003278,8
E02003279,0
E02003280,0
E02003281,0
E02003282,2
E02003283,0
E02003284,0
E02003285,0
E02003286,0
E02003287,0
E02003288,2
E02003289,0
E02003290,0
E02003291,1
E02003292,0
E02003293,11
E02003294,0
E02003295,0
E02003296,0
E02003297,0
E02003298,0
E02003299,0
E02003300,1
E02003301,1
E02003302,0
E02003303,0
E02003304,0
E02003305,0
E02003307,0
E02003308,0
E02003309,0
E02003310,13
E02003311,3
E02003312,1
E02003313,0
E02003314,0
E02003315,0
E02003316,0
E02003317,0
E02003318,0
E02003319,0
E02003320,2
E02003321,0
E02003322,0
E02003323,0
E02003324,3
E02003325,0
E02003326,0
E02003327,0
E02003328,0
E02003329,0
E02003330,0
E02003331,0
E02003332,0
E02003333,0
E02003334,0
E02003335,0
E02003336,0
E02003337,0
E02003338,0
E02003339,0
E02003340,0
E02003341,0
E02003342,0
E02003343,1
E02003344,0
E02003345,3
E02003346,1
E02003347,1
E02003348,0
E02003349,0
E02003350,0
E02003351,0
E02003352,1
E02003353,0
E02003354,2
E02003355,0
E02003356,0
E02003357,2
E02003358,13
E02003359,0
E02003360,1
E02003361,0
E02003362,0
E02003363,1
E02003364,5
E02003365,0
E02003366,2
E02003367,2
E02003368,7
E02003369,2
E02003370,0
E02003371,0
E02003372,3
E02003373,0
E02003374,0
E02003375,1
E02003376,9
E02003377,2
E02003378,4
E02003379,1
E02003380,0
E02003381,4
E02003382,1
E02003383,0
E02003384,0
E02003385,16
E02003386,14
E02003387,1
E02003388,0
E02003389,2
E02003390,0
E02003391,1
E02003392,1
E02003393,0
E02003394,0
E02003395,3
E02003396,1
E02003397,0
E02003398,2
E02003399,19
E02003400,0
E02003401,0
E02003402,0
E02003403,0
E02003404,0
E02003405,8
E02003406,2
E02003407,2
E02003408,3
E02003409,0
E02003410,7
E02003411,0
E02003412,2
E02003413,4
E02003414,0
E02003415,10
E02003416,0
E02003417,4
E02003418,1
E02003419,4
E02003420,1
E02003421,0
E02003422,0
E02003423,0
E02003424,3
E02003425,2
E02003426,0
E02003427,0
E02003428,0
E02003429,0
E02003430,9
E02003431,0
E02003432,7
E02003433,2
E02003434,0
E02003435,0
E02003436,0
E02003437,1
E02003438,0
E02003439,1
E02003440,0
E02003441,0
E02003442,0
E02003443,0
E02003444,4
E02003445,0
E02003446,0
E02003447,6
E02003448,1
E02003449,0
E02003450,0
E02003451,1
E02003452,1
E02003453,0
E02003454,5
E02003455,4
E02003456,6
E02003457,0
E02003458,0
E02003459,5
E02003460,7
E02003461,3
E02003462,0
E02003463,4
E02003464,2
E02003465,1
E02003466,4
E02003467,2
E02003468,14
E02003469,0
E02003470,1
E02003471,4
E02003472,172
E02003473,4
E02003474,2
E02003475,24
E02003476,4
E02003477,2
E02003478,3
E02003479,2
E02003480,3
E02003481,12
E02003482,4
E02003483,7
E02003484,2
E02003485,0
E02003486,4
E02003487,1
E02003488,5
E02003489,1
E02003490,1
E02003491,0
E02003492,3
E02003493,3
E02003494,2
E02003495,0
E02003496,0
E02003497,2
E02003498,6
E02003499,1
E02003500,16
E02003501,13
E02003502,1
E02003503,0
E02003504,16
E02003505,4
E02003506,23
E02003507,0
E02003508,9
E02003509,11
E02003510,14
E02003511,18
E02003512,12
E02003513,8
E02003514,9
E02003515,5
E02003516,14
E02003517,32
E02003518,14
E02003519,15
E02003520,8
E02003521,9
E02003522,8
E02003523,1
E02003524,1
E02003525,4
E02003526,1
E02003527,0
E02003529,0
E02003530,0
E02003531,1
E02003532,7
E02003533,1
E02003534,6
E02003535,0
E02003536,1
E02003537,3
E02003538,3
E02003539,4
E02003540,9
E02003541,1
E02003542,3
E02003543,4
E02003544,4
E02003545,2
E02003546,5
E02003547,11
E02003548,7
E02003549,0
E02003550,0
E02003551,0
E02003552,0
E02003553,0
E02003554,1
E02003555,1
E02003556,0
E02003557,2
E02003558,0
E02003559,0
E02003560,1
E02003561,0
E02003562,0
E02003563,1
E02003564,2
E02003565,0
E02003566,0
E02003567,1
E02003568,1
E02003569,0
E02003570,7
E02003571,32
E02003572,8
E02003573,0
E02003574,0
E02003575,0
E02003576,4
E02003577,0
E02003578,0
E02003579,4
E02003580,0
E02003581,2
E02003582,0
E02003583,0
E02003584,0
E02003585,1
E02003586,0
E02003587,0
E02003588,2
E02003589,1
E02003590,3
E02003591,0
E02003592,2
E02003593,0
E02003594,4
E02003595,1
E02003596,0
E02003597,0
E02003598,1
E02003599,0
E02003600,0
E02003601,0
E02003602,1
E02003603,2
E02003604,0
E02003605,2
E02003606,0
E02003607,4
E02003608,0
E02003609,3
E02003610,2
E02003611,0
E02003612,0
E02003613,0
E02003614,0
E02003615,0
E02003616,0
E02003617,0
E02003618,0
E02003619,1
E02003620,0
E02003621,0
E02003622,1
E02003623,0
E02003624,12
E02003625,14
E02003626,2
E02003627,20
E02003628,5
E02003629,1
E02003630,9
E02003631,1
E02003632,1
E02003633,0
E02003634,2
E02003635,0
E02003636,0
E02003637,5
E02003638,0
E02003639,3
E02003640,0
E02003641,0
E02003642,0
E02003643,0
E02003644,2
E02003645,2
E02003646,2
E02003647,4
E02003648,0
E02003649,0
E02003650,0
E02003651,3
E02003652,7
E02003653,9
E02003654,0
E02003655,0
E02003656,1
E02003657,1
E02003658,0
E02003659,1
E02003660,1
E02003661,6
E02003662,1
E02003663,4
E02003664,7
E02003665,2
E02003666,10
E02003667,0
E02003668,0
E02003669,1
E02003670,1
E02003671,2
E02003672,2
E02003673,1
E02003674,0
E02003675,0
E02003676,0
E02003677,4
E02003678,0
E02003679,2
E02003680,2
E02003681,4
E02003682,5
E02003683,7
E02003685,0
E02003686,1
E02003687,0
E02003688,1
E02003689,2
E02003690,9
E02003691,3
E02003692,0
E02003693,6
E02003694,0
E02003695,0
E02003696,4
E02003697,0
E02003698,0
E02003699,0
E02003701,2
E02003702,0
E02003703,3
E02003704,0
E02003705,0
E02003706,0
E02003707,0
E02003708,1
E02003709,2
E02003710,5
E02003711,6
E02003712,1
E02003713,0
E02003714,2
E02003715,1
E02003716,1
E02003717,4
E02003718,9
E02003719,0
E02003720,0
E02003721,0
E02003722,0
E02003723,4
E02003724,2
E02003725,2
E02003726,1
E02003727,0
E02003728,0
E02003729,1
E02003730,4
E02003731,3
E02003732,0
E02003733,0
E02003734,2
E02003735,7
E02003736,1
E02003737,0
E02003738,0
E02003739,0
E02003740,1
E02003742,0
E02003743,0
E02003744,3
E02003745,2
E02003746,1
E02003747,0
E02003748,0
E02003749,0
E02003750,0
E02003751,1
E02003752,0
E02003753,0
E02003754,2
E02003755,2
E02003756,0
E02003757,0
E02003758,0
E02003759,3
E02003760,0
E02003761,1
E02003762,3
E02003763,0
E02003764,3
E02003765,5
E02003766,2
E02003767,0
E02003768,0
E02003769,5
E02003770,0
E02003771,1
E02003772,2
E02003773,2
E02003774,0
E02003775,0
E02003776,0
E02003777,8
E02003778,0
E02003779,2
E02003780,2
E02003781,13
E02003783,0
E02003784,0
E02003785,1
E02003786,3
E02003787,0
E02003788,0
E02003789,1
E02003790,0
E02003791,3
E02003792,0
E02003793,0
E02003794,4
E02003795,4
E02003796,0
E02003797,0
E02003798,0
E02003799,0
E02003800,1
E02003801,0
E02003802,4
E02003803,5
E02003804,0
E02003805,0
E02003806,0
E02003807,0
E02003808,0
E02003809,6
E02003810,0
E02003811,2
E02003812,1
E02003813,1
E02003814,0
E02003815,0
E02003816,5
E02003817,0
E02003818,0
E02003819,2
E02003820,0
E02003821,0
E02003822,2
E02003823,0
E02003824,0
E02003825,0
E02003826,0
E02003827,2
E02003828,0
E02003829,10
E02003830,6
E02003831,1
E02003832,0
E02003833,0
E02003834,0
E02003835,0
E02003836,0
E02003837,0
E02003838,0
E02003839,3
E02003840,1
E02003841,2
E02003842,4
E02003843,0
E02003844,0
E02003845,8
E02003846,0
E02003847,0
E02003848,1
E02003849,1
E02003850,0
E02003851,2
E02003852,0
E02003853,2
E02003854,0
E02003855,0
E02003856,6
E02003857,0
E02003858,3
E02003859,5
E02003860,0
E02003861,0
E02003862,0
E02003863,2
E02003864,8
E02003865,0
E02003866,0
E02003867,0
E02003868,0
E02003869,0
E02003870,0
E02003871,0
E02003872,0
E02003873,0
E02003874,2
E02003875,0
E02003876,0
E02003877,2
E02003878,1
E02003879,5
E02003880,0
E02003881,2
E02003882,0
E02003883,0
E02003884,0
E02003885,0
E02003886,0
E02003887,0
E02003888,0
E02003889,0
E02003890,0
E02003891,2
E02003892,0
E02003893,0
E02003894,4
E02003895,0
E02003896,1
E02003897,2
E02003898,0
E02003899,2
E02003900,2
E02003901,2
E02003902,0
E02003903,0
E02003904,3
E02003905,1
E02003906,2
E02003907,2
E02003908,6
E02003909,8
E02003910,12
E02003911,1
E02003912,0
E02003913,0
E02003914,0
E02003915,2
E02003916,1
E02003917,0
E02003918,3
E02003919,5
E02003920,0
E02003921,0
E02003922,7
E02003923,6
E02003924,0
E02003925,0
E02003926,0
E02003927,0
E02003928,2
E02003929,5
E02003930,1
E02003931,2
E02003932,0
E02003933,0
E02003934,2
E02003935,0
E02003936,0
E02003937,10
E02003938,4
E02003939,0
E02003940,3
E02003941,4
E02003942,1
E02003943,2
E02003944,0
E02003945,0
E02003946,4
E02003947,0
E02003948,4
E02003949,0
E02003950,1
E02003951,0
E02003952,0
E02003953,12
E02003954,3
E02003955,4
E02003956,2
E02003957,6
E02003958,0
E02003959,0
E02003960,1
E02003961,0
E02003962,2
E02003963,4
E02003964,2
E02003965,0
E02003966,2
E02003967,1
E02003968,0
E02003969,0
E02003970,0
E02003971,0
E02003972,2
E02003973,0
E02003974,0
E02003975,0
E02003976,2
E02003977,0
E02003978,0
E02003979,0
E02003980,3
E02003981,0
E02003982,0
E02003983,0
E02003984,1
E02003985,1
E02003986,4
E02003987,3
E02003988,1
E02003989,0
E02003990,4
E02003991,0
E02003992,8
E02003993,0
E02003994,2
E02003995,1
E02003996,6
E02003997,0
E02003998,0
E02003999,1
E02004000,0
E02004001,4
E02004002,0
E02004003,2
E02004004,0
E02004005,0
E02004006,0
E02004007,1
E02004008,1
E02004009,4
E02004010,3
E02004011,0
E02004012,4
E02004013,3
E02004014,4
E02004015,5
E02004016,2
E02004017,5
E02004018,0
E02004019,2
E02004020,1
E02004021,2
E02004022,3
E02004023,6
E02004024,5
E02004025,0
E02004026,1
E02004027,0
E02004028,0
E02004029,0
E02004030,1
E02004031,0
E02004032,1
E02004033,0
E02004034,7
E02004035,0
E02004036,0
E02004037,0
E02004038,6
E02004039,0
E02004040,2
E02004041,0
E02004043,0
E02004044,2
E02004045,6
E02004046,0
E02004047,0
E02004048,5
E02004049,0
E02004050,0
E02004051,0
E02004052,3
E02004053,1
E02004054,4
E02004055,1
E02004056,1
E02004057,3
E02004058,0
E02004059,0
E02004060,3
E02004061,4
E02004062,0
E02004063,0
E02004064,20
E02004065,4
E02004066,0
E02004067,0
E02004068,0
E02004069,4
E02004070,3
E02004071,0
E02004072,5
E02004073,11
E02004074,3
E02004075,2
E02004076,4
E02004077,0
E02004078,0
E02004080,3
E02004081,1
E02004082,1
E02004083,1
E02004084,0
E02004085,1
E02004086,0
E02004087,1
E02004088,0
E02004089,3
E02004090,0
E02004091,1
