shortID,latitude,longitude,Slow,Fast,Rapid
4d9c5f22,52.39971,-1.52753,1,,
4da0ac7c,53.42759,-1.49166,,1,2
4da3e064,54.86907,-1.70120,,2,
4da642a4,53.81289,-1.51086,,,3
4da90de2,51.46409,-0.07679,1,,
4dafd576,50.37694,-4.13103,,2,
4dba4823,51.49778,-0.20900,1,,
4dc2df95,55.92023,-4.21165,,,2
4dcae3c8,51.48444,-0.09978,1,,
4dd102b5,52.88624,-2.17345,,,2
4ddd94b1,51.48922,-0.28357,1,,
4de0f7af,51.58559,-0.12727,2,,
4de13e50,51.49481,-0.16434,1,,
4de1d7c7,51.79986,-3.17521,,2,
4de45900,55.84158,-4.62606,,2,
4de69440,51.71736,-1.21706,,2,
4dec26a7,51.50066,-0.42485,,2,
4deedd8d,52.94581,-1.12231,,,2
4df4df2f,51.07050,-1.31270,1,,
4df5cef3,51.46519,0.03320,1,1,
4df742b8,50.79993,-1.10340,,2,
4df82364,51.61628,-3.00751,,,2
4dfc7d98,51.26116,-0.56657,,,3
4dfd1d3e,51.55356,-0.18633,1,,
4dfd2970,51.81148,-2.71363,,2,
4dfe8a55,54.81517,-1.37499,,2,
4e01d13b,51.43040,-0.15685,1,1,
4e0ccad1,54.07567,-2.86166,,2,
4e1ae9df,51.54259,-0.15901,1,,
4e1c2472,53.09718,-2.43877,,2,
4e1ca856,51.48325,-0.30579,,1,
4e1d263e,51.50035,-0.24371,1,,
4e267912,52.60273,-0.87201,,2,
4e274e92,53.52563,-1.62738,,,2
4e2a3c53,52.59372,1.72223,,1,
4e2da3f6,51.51792,-0.14561,1,1,
4e31d8c0,51.40865,-0.21111,1,,
4e3ae2f5,54.70715,-7.58916,,2,
4e3d0ede,51.47635,-0.24091,1,,
4e400feb,51.24145,-0.16500,,2,
4e421599,51.49206,-0.18785,1,,
4e496c8e,51.49913,-0.23198,1,,
4e51d8e5,51.09787,0.53566,,1,
4e52584d,50.76973,-1.89976,,2,
4e55725c,51.52506,-0.18423,1,,
4e5641a7,50.82363,-1.07924,1,,
4e5bda91,55.18714,-1.57917,,1,
4e5cd2f8,53.79129,-2.24217,,2,
4e5d163c,52.89217,-1.53188,,,2
4e5ead03,51.38005,-0.18320,1,1,
4e61e1b1,51.36141,-0.14976,1,1,
4e681ae9,54.83671,-6.68370,,2,
4e701bcd,59.06600,-3.22790,,1,
4e77419f,51.46364,-0.26366,1,,
4e788a67,51.54247,-0.14606,1,,
4e7c7466,54.07570,-2.86161,,2,
4e7d3e1e,50.54609,-4.91640,,2,
4e806c7f,51.72959,0.47834,,,2
4e819c54,51.56438,0.01200,1,,
4e81f0ef,51.42627,-0.43013,,1,
4e85fa3a,52.91295,-1.18461,,2,
4e889da0,51.46447,-0.15129,1,,
4e89483a,54.78245,-1.57277,,2,
4e89682b,51.43392,-0.34709,1,,
4e8acd45,51.74750,-1.24139,,1,
4e9101a2,51.76286,-1.26152,1,,
4e917403,54.96987,-2.09503,,1,
4e92eaaf,51.50033,-0.19789,1,,
4e958def,51.60503,-0.22745,,2,
4e9b0377,55.82350,-4.44290,,1,
4e9c0297,51.49525,-0.20842,1,1,
4e9c2f3f,53.23362,-0.55742,,,2
4e9f224a,51.46632,-0.27393,1,,
4ea662b5,60.15690,-1.14631,,2,
4eaf2561,56.06363,-3.49806,,,2
4eb15a6e,51.51226,-0.12948,1,1,
4eb54305,53.28401,-1.28959,2,,
4ebaed3f,55.50767,-3.69557,,,2
4ebd6c10,51.49128,-0.17361,1,,
4ebfce79,53.75074,-2.45942,,2,
4ec221aa,51.48462,-0.85651,2,,
4ec3f387,51.53041,-0.19988,1,,
4ec4169a,52.19288,-2.22554,,,2
4ec65e1f,50.33448,-4.64162,,2,
4ec89e07,51.49184,-0.20000,1,,
4ed17d5a,51.60509,-0.22748,,2,
4ed1e9b7,52.76226,-0.62746,,2,
4ed482e9,51.76148,-1.21087,,1,2
4ed5c9cd,51.06640,-0.31911,,2,
4ed6c969,53.69879,-2.28802,,2,
4edccee0,52.13189,-0.47008,1,1,
4edd3264,53.57359,-2.44161,,1,
4edde686,54.60708,-1.29441,1,,
4ee60329,51.54434,-0.00635,,1,
4eeb1fa6,53.17403,-1.41585,,1,2
4ef000cc,51.52812,-0.19466,1,,
4ef6af17,51.58758,-0.04250,,2,
4ef82e01,51.48745,-0.16307,1,,
4efc93ce,51.46812,-0.08241,1,,
4f03dae4,51.61644,-0.13248,,2,
4f08bf7d,52.56940,-0.24462,1,1,
4f0c5a60,52.18637,0.19283,2,,
4f0e3dbb,51.48801,-0.28715,1,1,
4f11d037,55.07011,-3.60658,,1,
4f1300af,52.53590,-1.76948,,,2
4f13d33f,52.63611,-1.13845,,1,
4f141868,50.78550,-1.35444,,2,
4f1730a9,52.50928,-1.47723,,2,
4f18f486,52.56969,-2.01438,,,3
4f19db24,51.51873,-0.22098,1,,
4f20f7f5,54.60401,-7.29857,,2,
4f214b41,52.11190,-1.94388,,,3
4f234646,51.49884,-0.22983,1,,
4f2ed905,51.52590,-0.43613,,2,
4f2f638f,57.14976,-2.09564,,1,
4f3180d4,51.53545,-0.09416,1,1,
4f322177,51.58103,0.02127,,2,
4f32bef5,51.49655,-0.22392,1,1,
4f32d928,51.57487,-1.31479,,2,
4f365734,52.44627,-1.81961,,1,2
4f36915a,53.92356,-1.07829,,2,
4f3c163b,51.49538,-0.24798,1,1,
4f4622f1,51.51260,-0.12991,2,,
4f496a77,51.46782,-0.19117,1,,
4f4ecc16,51.50097,-0.21476,1,,
4f4ed24e,51.59312,-0.10565,2,,
4f50a1a1,52.30100,-0.62130,,2,
4f5968f0,53.79098,-1.54489,,2,
4f5a97cf,51.51529,-0.11664,2,,
4f5c0808,60.49666,-1.15992,,,3
4f640417,53.53424,-2.28355,,1,
4f68e485,51.48742,-0.21771,1,,
4f6a0fb5,55.94416,-3.09839,,2,
4f6e93f1,51.48769,0.02815,,2,
4f6ee9f0,51.43823,-0.19881,1,,
4f70afdc,51.47328,-0.20785,1,,
4f7127cb,51.50887,-0.15445,1,1,
4f734c27,52.47312,-1.88128,,2,
4f74b9ba,51.47285,-0.33451,1,,
4f7b6561,53.80072,-2.99034,,1,
4f7d333e,51.54252,-0.16020,1,,
4f80becf,50.70436,-3.47984,,1,
4f81f4d6,53.95317,-1.09387,,,2
4f84a95e,51.72440,-2.53450,,2,
4f89c174,51.07312,-4.03706,,2,
4f8b4c73,51.12522,-0.00446,1,,
4f92d477,52.90260,-2.14562,,1,2
4fa45ba0,52.40974,-1.54524,1,,
4fa5ffb9,52.21473,0.08396,,2,
4fab9a24,51.44554,-0.06631,1,,
4fadcbb1,51.45770,-0.13516,1,,
4fb68c04,50.84501,-0.14485,1,,
4fbb69c2,53.46915,-2.19842,,1,
4fbb6fcc,51.58039,-3.29633,,2,
4fbcff06,51.50978,-0.28952,1,1,
4fc7fd6e,53.47800,-2.26836,,1,2
4fcf86be,51.49615,0.14212,,4,
4fd0ba03,52.38715,-1.25655,,2,
4fd100b1,57.15665,-2.16458,,2,
4fd690b5,51.55458,-0.18896,1,,
4fdd6fbd,51.46762,-0.10111,1,,
4fe03b2d,51.41730,-0.12249,1,,
4fe31390,51.46031,-0.16561,1,,
4fe8ef6b,51.49053,-0.25010,1,,
4fea8a86,55.91193,-4.39147,,1,2
4febb4e3,53.56598,-0.08888,,1,
4fee7d7b,50.82784,-0.15763,1,,
4fefed99,54.53836,-1.28901,,1,
4ff47a28,51.46803,-0.13898,1,,
4ff49873,53.65983,-1.55645,,1,2
4ff72fd5,53.48350,-2.23619,,1,
4ff8bc9d,51.86375,-0.40896,,,2
4ffabf87,51.47212,-0.33549,1,1,
4ffdbfa2,54.17286,-0.97764,,1,
50011d0d,51.52810,-0.20441,1,,
5001736f,51.45380,-0.42872,,,2
500662c1,51.47639,-0.25871,1,,
500873af,51.46206,-0.15824,1,,
500adf40,51.52999,-0.00993,,1,
500e29b3,51.51539,0.01072,2,,
501175fa,53.48307,-2.25301,,1,
5012572b,51.43580,-0.00490,1,1,
501510c9,52.39767,-1.52799,,1,
501853dc,51.49387,-0.17763,,1,
50202702,53.42837,-2.52566,,1,
5020d474,51.37072,-0.11477,1,,
502485e1,51.56404,-0.05020,1,,
5029a54e,54.97616,-1.61789,,1,
502cd7ed,51.46354,-0.22878,1,1,
50311a81,51.45230,-2.60368,,2,
50318b6d,52.68811,-1.12382,,2,
5039c877,54.78394,-1.53550,,,2
503a3a80,50.83631,-0.19115,1,,
503f2ed8,51.41180,-0.28780,1,,
503fb94c,52.24791,0.69754,,1,2
50419f51,52.57063,-0.23764,,2,
504d295e,50.17055,-5.44539,,,3
504d8900,51.45158,-0.20921,1,1,
50511ad8,56.46319,-3.01352,,2,
50518745,51.44096,-0.18338,1,,
5055c192,51.52290,-0.17563,1,,
50562df1,51.51617,-0.19416,1,,
5056672a,52.65192,-1.13750,,2,
5057752e,50.83497,-0.14137,1,,
505909fe,51.46890,-0.22244,1,,
505ddef6,51.37952,-0.09731,1,1,
505de9bb,51.52604,-0.19456,1,,
505e7e6f,51.51182,-0.13762,,2,
50642438,50.83100,-0.23680,,2,
5069fad6,50.84270,-0.15800,1,,
506a17bb,54.55243,-3.58779,,2,
506b54f5,53.22788,-2.88507,,2,
506b79e7,50.89975,-1.18808,,2,
506e2c43,52.54272,-0.30283,,,3
506e71b9,51.44766,-0.15931,1,,
506f84cd,50.76980,0.28470,,1,
50770a75,50.38054,-4.12552,,2,
5078af28,51.51050,-0.09287,2,,
5078df9d,51.48874,0.02737,,2,
5079afb1,53.95524,-1.08978,,2,
507c3fdb,53.46587,-2.35302,,1,
50834b78,52.60329,-2.14154,,,2
50841838,51.43477,-0.16903,1,,
5087a1c6,51.41465,-0.19632,1,,
50896c8a,51.52910,-0.19206,1,,
508e17f0,51.51644,-0.15413,1,,
508fd773,54.55388,-3.45652,,2,
5090703a,51.32051,-0.55277,,2,
5091f0c8,51.45761,-0.14367,,,3
50933e26,52.91744,-1.26240,,2,
509aa950,51.51697,-0.22551,1,,
509f063b,51.57138,0.13399,1,1,
50a19adb,51.57834,0.03694,1,,
50a3beeb,52.43414,-1.43193,,2,
50a6fac6,51.59518,0.02691,1,,
50a8c00e,53.87282,-1.49415,,2,
50ab4201,51.04227,-3.31270,,2,
50ae0ce8,54.57148,-1.23469,,1,
50b0447c,51.46400,-0.15871,1,,
50b217bc,52.91530,-1.44601,,2,
50b7693e,51.37296,-2.44221,,2,
50b9c141,51.57245,-0.06125,1,,
50baee11,51.57407,0.03141,1,,
50c1cb74,51.57364,-0.07143,2,,
50c557bf,53.98720,-1.03000,,,2
50c59a54,51.58730,-0.13183,1,1,
50c8b881,52.04356,-0.69805,,2,
50c9bb7b,51.52018,-0.09637,,2,
50ca74fd,53.75606,-2.70249,,2,
50cb3aa0,52.92029,-1.48320,,2,
50cc228c,51.37860,-0.08070,1,,
50cdf52b,52.61812,-1.12086,1,,
50cf0510,51.59670,-0.09088,,2,
50d23fbe,53.44620,-2.28005,,2,
50d43d64,51.47005,-0.21071,,2,
50d48506,51.50887,-0.15445,1,1,
50d72fef,51.44218,-0.14540,1,,
50d9d6bb,56.68855,-6.09401,,,3
50dd7100,51.46428,-2.58762,2,,
50e35303,54.71188,-6.09218,,2,
50e678c8,51.48802,0.02762,,2,
50ea1636,51.52128,-0.14562,1,,
50ebb8e3,50.37007,-4.17566,,2,
50f3857e,51.46414,-0.18328,,2,
50f78674,51.52086,-0.18223,1,,
50fbac31,51.48932,-0.19295,1,,
50fcad07,53.53114,-2.74318,,1,
50fdf9e2,51.49699,-0.08794,1,,
51073503,51.41885,-0.29590,1,,
510db839,51.51215,-0.10074,1,1,
510dc28c,51.46167,-0.21070,1,,
510f95aa,51.57470,0.16978,,2,
51103197,53.48346,-2.23593,,1,
511268f6,52.02616,-0.73783,,2,
5115571f,57.15327,-2.08473,,2,
5123c90e,52.63002,-1.14992,1,,
5125ad2b,55.41067,-1.69755,,1,
5125ffea,52.44650,-1.51588,1,,
51273319,51.46064,-0.20497,1,,
5129db26,53.45014,-2.11294,,1,2
5129f9b2,50.74501,-1.81699,,2,
512a67f3,51.46458,-0.11167,1,,
512d92d7,51.49235,-0.28173,1,1,
51308eb3,51.48131,-0.46155,,2,
51323fbe,54.99545,-1.43490,,2,
5133c470,51.45150,-0.06369,1,,
513408d7,51.06833,0.68509,,2,
5142c1f8,58.96382,-3.30128,,2,
514bf02a,51.58888,-0.01537,,2,
514cce4a,51.76288,-0.01086,,1,2
5150d1bb,55.91386,-4.21630,1,1,
51522aa9,55.12755,-1.52210,1,1,
5153c4d7,56.15058,-3.78826,,2,
5157b981,51.21393,-1.49351,,,3
5159a7b4,55.02010,-1.54610,,1,
515a2e00,51.38225,-0.06391,,2,
516c1741,52.47719,-1.89491,,1,
516c4bb4,56.18295,-3.56122,,2,
5171864a,51.58324,-0.01090,,2,
5171b997,51.47516,-0.21366,1,,
51770b1e,51.94708,1.25527,1,1,
517b7ae7,52.06079,-0.75052,,2,
517eb265,54.53120,-1.56521,,1,
51801a51,51.52359,-0.17834,1,,
51801f91,52.41741,-1.45796,1,,
518046dd,55.86552,-4.25300,,2,
51852caf,54.57737,-1.24047,,,2
5187aeaa,52.98020,-3.37056,,1,
518d2022,50.70533,-3.06600,,2,
518f6fc7,53.56900,-2.88595,,2,
5191411e,50.42718,-4.11173,,2,
519160b7,57.00657,-3.39818,,,3
51921f74,52.65669,-1.95141,,1,2
51947169,50.82406,-0.16264,1,,
5195a97b,50.96520,-1.35420,1,,
5195ff00,51.46286,-0.12439,1,,
5197f3cc,56.34143,-2.80717,,2,
519a2643,51.59426,-0.38078,,2,
51a97c48,53.92755,-1.11823,,,2
51aba2c8,54.90449,-1.39270,,1,
51ae37db,50.12762,-5.52556,,2,
51affce7,53.14507,-0.76014,,2,
51b07f08,52.58875,1.27266,1,1,
51b2e0cf,51.36541,-0.31164,1,,
51b355a3,51.02191,-4.20333,,,3
51b3f2da,51.62439,-0.05135,1,,
51b458b4,50.42849,-4.81718,,,2
51b4b5e9,51.64625,-0.05990,,2,
51b66a70,51.57755,-0.00140,,2,
51bca72b,55.86103,-4.25941,,2,
51bca796,56.08164,-3.39411,,1,
51bd53bf,51.39283,-0.06483,1,,
51bd75aa,51.50114,-0.22849,1,1,
51c03005,52.51525,-1.79947,,2,
51c12952,53.50411,-1.34471,,2,
51c3fa97,51.39570,-0.10795,1,,
51c562b8,51.48505,-0.16594,,1,
51c902f5,53.55393,-1.48646,,2,
51cabf7c,51.46317,-0.15326,1,,
51cb8efc,55.13333,-1.59403,,1,
51cc2697,51.58224,-0.01509,,2,
51cdfbee,53.99144,-1.10438,,2,
51cece00,53.54267,-2.11691,,2,
51d0db8f,51.52631,-0.07667,,,3
51d15344,51.50005,-0.24578,1,,
51d25b6e,51.45893,-0.05594,1,,
51d7fe51,51.52005,-3.19434,,2,
51d8e2e6,56.05496,-4.22560,,2,
51de3809,51.38687,-2.71460,,2,
51de4740,52.04401,-0.75077,1,1,
51deb567,51.21746,-0.79037,,1,2
51defdbe,53.51405,-1.10260,2,,
51e5bf4a,51.57502,-0.37227,,2,
51ed627c,54.97607,-1.61671,,1,
51eeaa84,51.46328,-0.16028,1,,
51f072c4,51.49039,-0.25095,1,,
51f1eb9f,50.78776,-1.08733,1,,
51f2f4fd,51.47392,-0.38975,,2,
51f3eb94,51.49300,-0.20200,2,,
51f64588,52.76478,-1.22857,,1,
51f67fde,52.58152,-1.12143,,2,
51f9f527,51.39153,-0.11122,,2,
51fd081f,54.45695,-7.03340,,2,
5200e134,51.41095,-2.58405,,1,
5204badd,51.74746,-2.22379,,2,
52055ec0,53.66528,-2.63621,,2,
5205c14c,51.51268,-0.21437,1,,
5206d23b,52.94471,-1.16452,,,2
52091d4f,53.40821,-2.93228,,1,
52092196,51.51460,-0.33097,1,1,
520b7855,52.41549,-1.48022,1,,
521213f8,55.77335,-4.03508,,1,
5212e2d5,51.50056,-0.10658,1,1,
521dc0b5,51.46525,-0.15170,1,,
521de458,52.68815,-1.12379,1,1,
521ecbb1,50.83296,-0.78260,,2,
5222b700,51.44694,-0.15007,1,1,
522742fb,52.29635,-1.53484,,2,
522ca7b7,53.78872,-1.54934,,2,
522fefb8,52.22663,-2.73686,,2,
5233da25,52.41072,-1.77800,,2,
52346c65,53.41674,-2.91108,1,,
52385f97,51.52731,-0.20132,1,,
523afc39,56.46547,-2.96281,,2,
52402121,51.47965,0.08527,1,,
52403fff,51.88435,0.91393,1,1,
5246bf5f,52.03614,-0.76498,,2,
5247fbfc,51.53447,-0.21428,1,,
524d06cb,53.37872,-2.95604,1,,
524d8bc1,52.40782,-1.49147,,,3
5250c763,52.03425,-0.71260,,2,
5252cd13,51.43473,-0.09023,1,,
52532047,53.95919,-1.06344,,2,
5257226a,55.55807,-3.84452,,1,
525f7657,51.54352,0.00528,,1,2
52615a59,51.48804,-0.04021,1,1,
5262e273,52.00064,-0.98378,,2,
5265743e,51.53411,-0.29625,1,1,
52660fd5,51.39897,-1.32774,1,,
52683117,50.37902,-4.94130,,,4
526e17cb,51.55988,-1.78941,,2,
526e1ecd,51.45519,-0.06656,1,,
52795e2b,51.47114,-0.06580,1,,
527b3058,51.51741,-0.21735,1,1,
527b834d,51.81549,-0.20276,,2,
527c2c11,51.41813,-0.15482,1,1,
527ce3ff,53.61753,-2.15541,,1,
527fc65f,52.52694,-1.98877,,1,
528033f0,53.00274,-1.17844,,2,
52806725,51.43610,-0.97154,,2,
5282f732,52.99482,-2.20986,,2,
52832a78,54.58794,-5.93390,,2,
52883377,51.49328,-0.22109,1,1,
5288a5fb,51.06553,-0.35723,,2,
528cf8c4,51.52342,0.06857,,,2
528d2665,51.56856,-0.13609,1,1,
528d72a2,51.46510,-0.08027,1,,
52901ba8,53.01694,-1.73032,,2,
5296be80,51.58385,0.40458,,1,
529769a3,51.62107,-1.29808,,2,
5297a8e6,51.61040,-0.12608,1,,
529915fa,51.76492,-1.26723,1,,
529e3143,51.48737,-0.27009,1,,
529fded5,51.18774,-2.55013,,2,
52a1b568,53.44258,-2.42214,,2,
52a738d6,51.49525,-0.20842,1,1,
52ab2988,51.34566,0.64273,,2,
52ac2275,50.17055,-5.44539,,,3
52af8867,51.37741,-0.07934,1,,
52b24373,52.61855,-1.11294,1,,
52b32444,51.42557,-0.29495,1,1,
52b34fd9,51.80330,-4.96681,,2,
52b592a5,52.94588,-1.12230,,,2
52b738b3,54.60465,-5.93187,,2,
52beec63,51.49226,-0.20560,1,,
52bf364e,53.36937,-1.46513,,,2
52c2e743,51.31340,-0.23181,2,,
52caf49d,52.77839,-1.21826,,,1
52da4468,53.98256,-1.05241,,2,
52daa17a,51.53833,-0.19788,1,1,
52db805b,51.53343,-0.16741,1,,
52de47d5,51.46296,-0.15896,1,,
52de92b7,51.54525,-0.12737,1,,
52debcf2,52.04261,-0.75971,,2,
52e42298,51.56450,0.11872,2,,
52e42390,53.54350,-2.63620,,1,
52ec3bae,53.80670,-1.53199,,2,
52f0ab57,54.97676,-1.61569,,1,
52f3c39e,51.12510,-0.18970,,,2
52f56761,51.43606,-0.11937,1,,
52f78d94,51.55356,-0.18633,1,,
52f905f8,51.56315,0.50237,,2,
52fc7390,52.00617,-0.79363,,2,
5300ef42,52.07368,-1.02332,2,,
5307358f,51.62488,-0.05375,1,,
5312a840,51.21384,-1.49344,,,3
53150b19,51.47794,-0.06447,1,,
531611d8,52.41196,-0.72952,,2,
531a7567,51.51383,-0.21159,1,,
531bb7e1,51.46190,-0.15555,1,,
531c33a8,54.57874,-2.47579,1,1,
531d9c52,53.23577,-1.42387,,2,
5324a480,51.49139,-0.17388,1,,
5324f5bf,51.52298,0.03573,,2,
532657fe,51.11546,-1.25507,,,2
5328c873,53.46538,-2.35306,,2,
5329896b,51.49460,-3.15485,,2,
532f46f5,50.53526,-4.94552,,2,
5331e0db,51.43677,-0.18648,1,1,
53345601,52.96698,-1.21767,,2,
5335070a,51.55359,-0.04629,1,1,
5337a4d1,51.44882,-0.08760,1,,
53389a05,51.68978,-0.41735,,2,
5339b271,51.51301,-0.23371,1,,
533a049a,51.39060,0.50637,,1,
533fa796,58.98057,-2.95637,2,,
53401e69,55.86549,-4.26883,,2,
5341310d,55.85497,-4.35703,,2,
53414900,51.53363,-0.17234,1,1,
5347801e,55.95596,-2.78259,,2,
534c0f34,52.59748,-1.17980,,2,
5351b995,51.52034,-0.22497,1,,
5351d78c,52.66478,-1.96661,,,3
5359407f,52.04568,-0.75071,,2,
535af71f,51.51592,-0.19013,1,,
535ce491,51.43050,-0.03424,2,,
535ed657,51.50033,-0.42551,,2,
536509f2,51.54439,-0.07683,1,1,
53698d89,54.91868,-1.48664,,1,
536b6cda,51.52892,-0.11427,1,,
536b9e39,51.39486,-0.12009,,2,
536be66a,50.26061,-5.06913,,2,
536cf501,51.51247,-0.23178,1,,
5371357d,53.56817,-2.88462,,2,
53752469,50.41908,-4.17956,,2,
5377606d,51.34204,-0.26096,,2,
537786ef,51.37890,-2.32444,,2,
5378994f,51.51011,-0.22167,,2,
5378d9e2,51.59596,-0.03824,1,,
53795988,51.48325,-0.16974,1,,
537be429,53.94755,-1.36946,,,2
53811ee1,51.54105,-0.13083,,2,
5381db16,55.30663,-1.91409,,2,
53823e70,51.36907,-0.78126,,2,
5385bd42,55.80091,-4.39182,2,,
538bfad2,51.45960,-0.21779,1,1,
538f7c88,53.32519,-1.91174,,1,2
53933c2f,56.02481,-3.90799,,2,
539391ba,50.34482,-4.51035,,2,
539a4d45,51.53439,-0.22701,1,,
539cdff2,51.52064,-0.15165,,2,
539db474,52.41497,-1.55039,1,,
539dd8f0,50.41392,-3.57936,,2,
539f5e70,51.46262,-0.15349,1,,
53a22678,51.40055,-1.32107,,,2
53a4084e,52.41196,-0.72952,,2,
53a4c1db,53.52944,-1.40771,2,,
53a65197,56.77770,-2.61558,,2,
53a72694,51.42713,-0.33106,1,1,
53a9b4c9,50.62747,-3.38649,,2,
53ab50ea,52.02774,1.21911,,2,
53ace1ff,51.75260,-1.26586,1,1,
53b23300,51.47298,-0.23904,1,,
53b48d36,51.45956,-0.05730,1,,
53b5bb7b,52.58661,-1.10809,,2,
53b6c45e,51.91663,-2.58291,2,,
53bdee8e,51.79599,1.03144,,2,
53c01354,51.37952,-0.09731,1,1,
53c03b10,51.49336,-0.06983,1,,
53c32e3d,50.44685,-5.00215,,2,
53cf537b,51.61566,-0.05955,1,,
53d3eeaf,51.64056,0.05373,,2,
53da4685,51.45965,-0.22844,,2,
53da80d1,51.46490,-0.23689,1,1,
53ddc60b,51.88251,-0.41256,,2,
53e1bd57,51.45669,-0.07325,1,,
53e6c7d0,53.37093,-2.72299,,1,
53e6eaae,53.42715,-1.48628,2,,
53ed9bf5,53.75610,-2.70250,,2,
53efd5e9,52.50869,-1.47813,,2,
53fa398e,57.18604,-2.08893,,2,
53fb75df,51.53981,-0.08844,1,1,
53fc694a,53.76074,-2.69566,,2,
540316cf,52.04028,-0.75538,,2,
5405a1d2,51.43110,-0.13033,,1,2
54078928,53.01850,-1.30580,,2,
5408b140,51.55808,-0.16423,1,,
54093064,51.48377,0.03185,1,,
54108b4d,52.49921,-1.70591,,2,
54131750,55.98873,-2.51199,,1,2
54178525,51.07155,1.07977,,2,
5418ba74,51.46607,-0.29148,1,1,
5418df04,52.11532,0.17005,,2,
54194f1c,51.51241,-0.23404,1,,
541d5989,51.38111,-1.33430,,2,
542a2402,54.90236,-1.38244,,1,
542a8632,51.52081,-0.62484,,2,
542b0d23,50.40777,-4.10481,,2,
542b9ce5,54.96903,-1.62244,,1,
54366258,54.98009,-1.57305,1,,
543fa414,55.77166,-3.92723,,1,
5443f02e,52.56639,-0.23910,,1,
54446869,50.91376,-1.36044,,2,
544a4591,54.72680,-6.20826,,2,
544c3351,54.90226,-1.38674,,1,
54500e08,53.07463,-0.80866,,2,
54518d4f,51.78846,-1.48922,,2,
5451fe7b,50.71857,-2.44149,,1,
5455c812,51.53939,-3.12937,,,2
54654732,51.49551,-0.15268,1,,
54696780,55.92246,-3.27056,,,3
5469c7d2,51.49675,-0.19411,1,,
546b8745,51.54400,-0.01977,,,2
546cd27f,52.13525,-0.47006,,2,
546f016e,51.69943,-2.23702,,,1
54778fae,51.51037,-0.09238,4,,
54792cbf,51.35155,-2.38476,,2,
54833ced,51.41140,-0.15780,,,3
54882d06,52.24829,0.72479,1,,
5497a1e2,51.48948,-0.15741,1,,
54980291,51.50114,-0.22849,1,1,
549a9402,51.88885,0.53827,,,2
549fb7df,56.15322,-3.73976,,2,
54a2ed55,50.38889,-4.15306,,2,
54a6299f,52.04192,-0.75206,,2,
54a64b2e,51.47864,-0.01558,1,1,
54ade0a7,51.57987,0.00030,1,,
54b590be,53.22138,-1.42522,,2,
54b5f8a6,51.41570,-0.20293,1,1,
54bc85ea,51.51976,-0.20191,1,,
54bcdb63,51.50995,-0.00542,,1,2
54bd2e95,51.48234,-0.17784,1,,
54bee9bf,51.54125,-0.22846,1,1,
54c2d13c,50.82410,-0.13975,,2,
54c9b3c3,50.98883,0.09033,,,2
54caf3f6,51.52516,-0.20054,1,,
54cb816b,51.28338,1.07438,,2,
54cdd2db,51.47217,-0.20322,1,1,
54ce34ad,54.79287,-1.59050,,,2
54d1aa14,51.50023,-0.16530,1,,
54d22f86,51.49743,-0.15859,2,,
54d4a748,51.58423,-0.08360,1,,
54dceea6,51.42774,-0.43223,,2,
54e739ff,53.59304,-2.30129,,1,
54faf5b0,55.02414,-6.93975,,2,
5505b38e,54.25358,-7.44672,,2,
5509e7ed,51.49086,-0.16324,1,,
551139f5,51.55766,-0.19077,1,,
5515fa6e,51.48582,-0.37490,1,1,
55162af4,51.64953,0.05505,,,3
551cb238,51.47505,0.05957,2,,
551e67bb,52.41011,-1.54340,1,,
55213ad3,52.41911,-1.83127,,2,
5523a66d,51.53582,-0.17764,1,,
552c05c6,52.05030,-0.73680,,2,
552f1691,52.59974,-1.08285,,2,
55310874,51.49551,-0.07428,1,,
55362433,51.60705,-0.00134,,2,
55385df8,51.49574,-0.02642,,2,
553faad1,51.53385,-0.03765,1,,
5544ebd9,51.46066,-0.17634,1,1,
5546f345,51.53106,-0.20757,1,,
5549959e,53.41734,-2.63885,,,3
554d4637,51.48020,-0.24021,1,,
554e981f,51.49106,0.06356,1,1,
5558babc,51.50038,-0.42555,,2,
555e023d,51.42328,-1.03694,,,2
555e95ae,51.57140,-0.12862,1,,
555fd432,55.01047,-1.57853,,1,
556568d8,51.51662,-0.19891,1,,
556d45c1,53.80236,-1.54364,,,1
556f2f82,50.26048,-5.04678,,2,
557aa9c9,51.32206,-0.55500,2,,
55800f50,51.31320,-0.25326,,2,
558082c6,51.53047,-0.21215,1,,
5580d031,54.94033,-1.62007,,1,
55860148,50.41753,-4.10891,,1,
559089c9,51.57237,-0.00513,1,1,
5591bb00,51.52353,-0.17939,1,,
55972f0b,51.61850,-0.76498,,,2
559ccfaf,51.48733,-0.27055,1,,
55a3c842,51.52945,-0.18916,,1,
55a6e528,52.58158,-1.12125,,2,
55a763bf,51.50740,-0.21089,1,,
55ae71e0,51.49222,-0.25833,1,1,
55af791e,51.45525,-0.09582,1,,
55bc68e7,51.57933,-0.12483,,,2
55c1a0df,51.45320,-0.15905,1,,
55c4cc51,52.00082,-0.99168,,2,
55c51bfd,53.27457,-3.22144,,2,
55ca3d76,50.84939,-0.98635,,2,
55cc7e37,51.82733,-2.27875,,2,
55cd98ee,51.42684,-0.19470,1,,
55dd2ab7,51.50992,-0.14273,1,1,
55dd8b19,52.95628,-1.14631,,2,
55e875a4,51.48774,0.02791,,2,
55eec28a,53.55273,-2.29488,,1,2
55eeef96,52.94232,-1.14952,,2,
55f1fb61,51.57140,-0.13609,1,1,
