MSOA11CD,Representative Charging Devices
E02001590,5.152
E02001591,5.340
E02001592,8.149
E02001593,12.237
E02001594,57.995
E02001595,18.013
E02001596,23.847
E02001597,22.709
E02001598,8.365
E02001599,25.134
E02001600,22.831
E02001601,10.374
E02001602,14.525
E02001603,19.706
E02001604,20.950
E02001605,26.029
E02001606,21.057
E02001607,25.107
E02001608,20.899
E02001609,41.676
E02001610,26.906
E02001611,40.177
E02001612,23.409
E02001613,27.546
E02001614,46.842
E02001615,23.906
E02001616,10.558
E02001617,3.761
E02001618,28.224
E02001619,9.221
E02001620,8.092
E02001621,4.252
E02001622,7.759
E02001623,5.012
E02001624,3.526
E02001625,5.356
E02001626,6.586
E02001627,14.788
E02001628,3.595
E02001629,3.007
E02001630,1.901
E02001631,10.954
E02001632,4.569
E02001633,13.373
E02001634,13.738
E02001635,9.637
E02001636,34.511
E02001637,4.426
E02001638,18.402
E02001639,17.729
E02001640,34.872
E02001642,5.565
E02001643,74.915
E02001646,31.232
E02001647,5.906
E02001648,34.920
E02001649,3.955
E02001650,25.349
E02001651,31.878
E02001652,21.577
E02001653,3.002
E02001654,5.465
E02001655,6.927
E02001656,28.497
E02001657,75.778
E02001658,2.082
E02001659,6.092
E02001660,44.940
E02001661,4.334
E02001662,20.637
E02001663,47.271
E02001664,9.938
E02001665,47.727
E02001666,12.584
E02001669,13.941
E02001670,0.553
E02001671,13.465
E02001672,8.167
E02001673,36.686
E02001674,12.355
E02001675,19.754
E02001676,8.777
E02001678,66.953
E02001679,10.549
E02001680,7.008
E02001681,77.750
E02001682,24.035
E02001683,32.701
E02001684,18.192
E02001685,17.100
E02001686,37.388
E02001688,32.589
E02001689,4.025
E02001690,29.716
E02001691,4.909
E02001692,10.417
E02001693,10.579
E02001694,7.967
E02001695,7.918
E02001696,11.498
E02001697,19.976
E02001698,28.123
E02001699,8.958
E02001700,27.714
E02001701,22.220
E02001702,17.481
E02001703,17.224
E02001704,13.567
E02001705,20.822
E02001706,23.196
E02001707,28.671
E02001708,95.954
E02001709,41.846
E02001710,43.981
E02001711,39.037
E02001712,44.854
E02001713,121.666
E02001714,52.239
E02001715,37.609
E02001718,13.078
E02001719,28.534
E02001720,15.064
E02001721,29.434
E02001722,16.821
E02001723,8.088
E02001724,18.506
E02001725,25.830
E02001726,28.858
E02001727,6.488
E02001728,23.535
E02001729,9.587
E02001730,15.885
E02001731,16.273
E02001732,20.157
E02001733,15.640
E02001734,15.873
E02001735,3.910
E02001736,15.658
E02001737,6.905
E02001738,24.948
E02001739,17.058
E02001740,19.708
E02001741,57.806
E02001742,26.614
E02001743,32.990
E02001744,38.708
E02001745,29.853
E02001746,39.129
E02001747,18.346
E02001748,40.758
E02001749,24.333
E02001750,18.573
E02001751,32.777
E02001752,75.419
E02001753,35.193
E02001754,19.415
E02001755,38.977
E02001756,27.137
E02001757,9.456
E02001758,6.770
E02001759,26.378
E02001760,13.874
E02001761,10.977
E02001762,7.255
E02001763,9.246
E02001764,13.066
E02001765,13.782
E02001766,15.627
E02001767,16.496
E02001768,6.268
E02001769,17.186
E02001770,4.666
E02001771,9.687
E02001772,7.776
E02001773,11.192
E02001774,21.374
E02001775,9.940
E02001776,17.346
E02001777,17.345
E02001778,11.188
E02001779,13.328
E02001780,12.582
E02001781,7.211
E02001782,18.581
E02001783,12.090
E02001784,7.316
E02001785,26.422
E02001786,11.373
E02001787,7.989
E02001788,9.959
E02001789,22.638
E02001790,26.918
E02001791,14.834
E02001792,26.956
E02001793,6.497
E02001794,5.772
E02001795,31.564
E02001796,41.463
E02001797,13.214
E02001798,5.798
E02001799,9.913
E02001800,27.958
E02001801,8.463
E02001802,7.983
E02001803,9.931
E02001804,7.207
E02001805,6.775
E02001806,12.091
E02001807,33.546
E02001808,6.351
E02001809,27.620
E02001810,20.969
E02001811,10.616
E02001812,20.034
E02001813,16.460
E02001814,9.500
E02001815,29.763
E02001816,13.891
E02001817,19.324
E02001818,13.656
E02001819,15.924
E02001820,27.673
E02001821,9.926
E02001822,34.077
E02001823,25.294
E02001824,43.604
E02001825,20.107
E02001826,14.150
E02001827,39.169
E02001828,51.083
E02001829,45.218
E02001830,223.734
E02001831,40.633
E02001832,33.702
E02001833,15.731
E02001834,4.200
E02001835,45.265
E02001836,30.585
E02001837,5.374
E02001838,33.004
E02001839,4.718
E02001840,5.362
E02001841,23.244
E02001842,5.198
E02001843,19.673
E02001844,24.383
E02001845,4.328
E02001846,4.418
E02001847,25.674
E02001848,3.537
E02001849,17.972
E02001850,8.067
E02001851,9.901
E02001852,3.759
E02001854,9.003
E02001855,3.176
E02001856,3.430
E02001857,11.823
E02001858,9.767
E02001859,8.190
E02001860,0.419
E02001861,10.126
E02001862,0.000
E02001863,0.000
E02001864,7.155
E02001865,7.430
E02001866,1.198
E02001867,0.000
E02001868,7.332
E02001869,0.225
E02001870,3.372
E02001871,9.113
E02001872,13.564
E02001873,0.000
E02001874,0.000
E02001875,0.068
E02001876,2.371
E02001877,0.071
E02001878,0.932
E02001879,3.354
E02001880,4.859
E02001881,1.059
E02001882,4.633
E02001883,6.357
E02001884,4.858
E02001886,19.130
E02001888,5.416
E02001889,0.734
E02001890,22.626
E02001892,3.105
E02001893,5.036
E02001895,7.656
E02001896,0.013
E02001897,1.381
E02001898,5.855
E02001899,29.051
E02001900,12.724
E02001901,43.805
E02001902,5.423
E02001903,3.691
E02001904,18.273
E02001905,18.220
E02001906,47.326
E02001907,12.753
E02001908,1.364
E02001909,1.273
E02001910,1.584
E02001911,10.221
E02001913,27.476
E02001914,7.463
E02001915,13.370
E02001916,5.252
E02001918,19.300
E02001919,11.830
E02001920,10.282
E02001921,15.804
E02001922,28.434
E02001923,16.344
E02001924,9.937
E02001925,13.993
E02001926,14.316
E02001927,12.129
E02001928,9.895
E02001929,10.846
E02001930,11.914
E02001931,16.666
E02001932,15.367
E02001933,10.257
E02001934,29.884
E02001935,29.352
E02001936,53.706
E02001937,14.893
E02001938,15.869
E02001939,12.025
E02001941,7.443
E02001942,26.483
E02001943,6.996
E02001944,8.967
E02001945,11.951
E02001946,13.379
E02001947,8.774
E02001948,8.225
E02001949,14.694
E02001950,13.767
E02001951,24.645
E02001952,17.364
E02001953,15.708
E02001954,13.576
E02001955,45.504
E02001956,20.981
E02001957,12.534
E02001958,8.822
E02001959,9.483
E02001961,7.386
E02001962,5.653
E02001963,4.475
E02001964,11.835
E02001965,9.858
E02001966,24.029
E02001967,21.856
E02001968,5.700
E02001969,5.229
E02001970,5.871
E02001971,5.041
E02001972,7.208
E02001973,8.827
E02001974,12.176
E02001975,6.148
E02001976,10.397
E02001977,2.968
E02001978,5.584
E02001979,12.362
E02001980,16.936
E02001981,2.510
E02001982,17.401
E02001983,17.878
E02001984,13.458
E02001985,2.817
E02001986,22.002
E02001987,13.970
E02001988,119.029
E02001989,12.853
E02001990,18.973
E02001991,26.008
E02001992,19.328
E02001993,24.235
E02001994,16.976
E02001995,21.681
E02001996,44.363
E02001997,17.023
E02001998,9.715
E02001999,17.565
E02002000,6.344
E02002001,14.502
E02002002,15.389
E02002003,9.075
E02002004,11.144
E02002005,11.162
E02002006,12.763
E02002007,19.173
E02002008,7.577
E02002009,6.367
E02002010,34.223
E02002011,34.569
E02002012,6.209
E02002013,34.137
E02002014,8.066
E02002015,11.882
E02002016,7.313
E02002017,7.405
E02002018,22.708
E02002019,5.964
E02002020,25.327
E02002021,18.726
E02002022,17.446
E02002023,11.100
E02002024,7.838
E02002025,67.955
E02002026,6.188
E02002027,4.992
E02002028,11.862
E02002029,16.429
E02002030,20.578
E02002031,26.086
E02002032,19.668
E02002033,23.718
E02002034,97.392
E02002035,17.556
E02002036,30.823
E02002037,13.712
E02002038,24.646
E02002039,20.803
E02002040,19.229
E02002041,22.115
E02002042,16.539
E02002043,6.959
E02002044,19.610
E02002045,3.280
E02002046,1.699
E02002047,6.365
E02002048,15.166
E02002049,4.862
E02002051,4.768
E02002052,11.839
E02002053,9.098
E02002054,10.565
E02002055,7.744
E02002056,8.814
E02002057,10.497
E02002058,16.823
E02002059,11.622
E02002060,4.325
E02002061,5.002
E02002062,10.641
E02002063,11.502
E02002064,7.523
E02002065,5.057
E02002066,23.541
E02002067,8.845
E02002068,0.169
E02002069,7.978
E02002070,10.696
E02002071,9.236
E02002072,10.183
E02002073,4.916
E02002074,8.770
E02002075,15.657
E02002076,6.026
E02002077,17.988
E02002078,7.708
E02002079,10.655
E02002080,12.619
E02002081,7.971
E02002082,6.088
E02002083,5.962
E02002084,8.058
E02002085,6.841
E02002086,13.604
E02002087,7.589
E02002088,10.512
E02002089,16.809
E02002090,16.300
E02002091,30.366
E02002092,29.046
E02002093,25.105
E02002094,22.611
E02002095,41.554
E02002096,49.791
E02002097,46.766
E02002098,27.812
E02002099,183.988
E02002101,19.017
E02002102,40.893
E02002103,16.329
E02002104,22.810
E02002105,42.254
E02002106,140.680
E02002107,18.216
E02002108,69.518
E02002109,56.691
E02002110,15.306
E02002111,11.911
E02002112,6.066
E02002113,16.601
E02002114,7.195
E02002115,7.928
E02002116,16.150
E02002117,8.653
E02002118,7.344
E02002119,15.373
E02002120,6.229
E02002121,7.290
E02002122,6.328
E02002123,7.521
E02002124,50.989
E02002125,18.891
E02002126,5.289
E02002127,5.935
E02002128,6.181
E02002129,8.493
E02002130,1.949
E02002131,28.265
E02002132,1.769
E02002133,17.756
E02002134,9.217
E02002135,3.554
E02002136,7.226
E02002137,40.771
E02002138,5.028
E02002139,41.227
E02002140,2.605
E02002141,39.623
E02002142,4.378
E02002143,3.550
E02002144,18.797
E02002145,3.747
E02002146,11.515
E02002147,5.409
E02002148,22.967
E02002149,10.146
E02002150,5.840
E02002151,8.911
E02002152,5.549
E02002153,9.975
E02002154,6.847
E02002155,4.848
E02002156,9.269
E02002157,19.051
E02002158,18.524
E02002159,5.613
E02002160,15.957
E02002161,51.054
E02002162,20.275
E02002163,38.791
E02002164,4.899
E02002165,13.207
E02002166,0.376
E02002167,14.755
E02002168,22.949
E02002169,14.260
E02002170,3.976
E02002171,5.052
E02002174,10.669
E02002175,15.858
E02002176,12.714
E02002177,11.943
E02002178,12.316
E02002179,11.638
E02002180,10.552
E02002181,7.588
E02002182,5.750
E02002183,89.716
E02002184,76.757
E02002185,30.157
E02002186,53.028
E02002187,38.754
E02002188,27.810
E02002189,16.893
E02002190,31.551
E02002191,12.150
E02002192,28.895
E02002193,4.688
E02002194,10.324
E02002195,23.214
E02002196,17.119
E02002197,41.913
E02002198,27.388
E02002199,19.499
E02002200,19.628
E02002201,32.175
E02002202,36.460
E02002203,10.932
E02002204,28.751
E02002205,37.022
E02002206,7.690
E02002207,8.863
E02002208,14.125
E02002209,8.714
E02002210,4.569
E02002211,10.601
E02002212,9.216
E02002213,28.809
E02002214,4.686
E02002215,10.317
E02002216,6.325
E02002217,3.085
E02002218,21.766
E02002219,2.525
E02002220,0.233
E02002221,23.575
E02002222,13.830
E02002223,4.234
E02002224,0.220
E02002225,29.622
E02002226,5.323
E02002227,7.509
E02002228,10.640
E02002229,9.713
E02002230,17.055
E02002231,9.772
E02002232,3.161
E02002233,2.519
E02002234,9.906
E02002235,3.963
E02002236,7.771
E02002237,6.909
E02002238,8.313
E02002239,13.870
E02002240,39.608
E02002241,22.130
E02002242,14.193
E02002243,15.368
E02002244,11.956
E02002245,8.079
E02002246,22.076
E02002247,41.970
E02002248,15.688
E02002249,13.465
E02002250,27.729
E02002251,54.154
E02002252,9.026
E02002253,8.417
E02002254,19.895
E02002255,3.854
E02002256,25.438
E02002257,2.934
E02002258,33.927
E02002259,8.949
E02002260,33.762
E02002261,23.338
E02002262,49.278
E02002263,23.190
E02002264,18.502
E02002265,13.918
E02002266,16.108
E02002267,19.896
E02002268,24.981
E02002269,30.209
E02002270,37.564
E02002271,28.552
E02002272,15.083
E02002273,15.654
E02002274,14.398
E02002275,47.990
E02002276,9.916
E02002277,8.384
E02002278,17.369
E02002279,21.749
E02002280,12.359
E02002281,15.401
E02002282,6.556
E02002283,9.527
E02002284,15.967
E02002285,20.776
E02002286,4.126
E02002287,17.567
E02002288,13.736
E02002289,4.966
E02002290,21.015
E02002291,21.493
E02002292,14.654
E02002293,5.858
E02002294,24.395
E02002295,17.080
E02002296,34.329
E02002297,19.975
E02002298,9.270
E02002299,45.770
E02002300,20.684
E02002301,12.531
E02002302,15.253
E02002303,19.173
E02002304,5.667
E02002305,8.563
E02002306,12.423
E02002307,9.036
E02002308,20.601
E02002309,3.451
E02002310,7.480
E02002311,9.972
E02002312,9.603
E02002313,4.090
E02002314,9.381
E02002315,16.492
E02002316,29.132
E02002317,9.218
E02002318,9.510
E02002319,13.081
E02002320,11.355
E02002321,33.150
E02002322,8.814
E02002323,52.678
E02002324,30.368
E02002325,50.746
E02002326,25.623
E02002327,69.019
E02002328,46.492
E02002329,119.548
E02002330,44.920
E02002331,113.042
E02002332,15.711
E02002333,53.812
E02002334,54.370
E02002335,55.652
E02002336,51.247
E02002337,43.728
E02002338,40.384
E02002339,61.085
E02002340,13.925
E02002341,53.967
E02002342,27.017
E02002343,16.895
E02002344,105.404
E02002345,43.981
E02002346,29.997
E02002347,54.064
E02002348,98.459
E02002349,32.493
E02002350,46.895
E02002351,31.980
E02002352,45.019
E02002353,22.201
E02002354,33.570
E02002356,60.591
E02002357,46.219
E02002358,51.015
E02002359,39.741
E02002360,13.406
E02002361,21.578
E02002362,20.773
E02002363,10.909
E02002364,16.079
E02002366,26.497
E02002367,9.171
E02002368,22.159
E02002369,21.596
E02002370,18.875
E02002371,19.097
E02002373,13.569
E02002374,11.250
E02002375,7.228
E02002376,19.362
E02002377,40.952
E02002379,15.114
E02002380,7.886
E02002381,15.741
E02002382,11.007
E02002383,11.593
E02002384,39.425
E02002385,11.289
E02002386,39.120
E02002387,16.076
E02002388,9.938
E02002389,5.491
E02002390,22.292
E02002391,28.021
E02002392,1.054
E02002393,50.443
E02002394,5.478
E02002395,13.062
E02002396,12.719
E02002397,14.734
E02002398,30.237
E02002399,4.256
E02002400,18.490
E02002401,14.897
E02002402,27.595
E02002403,32.311
E02002404,8.145
E02002405,21.561
E02002406,25.492
E02002407,14.859
E02002408,46.303
E02002409,7.343
E02002410,9.910
E02002411,5.282
E02002412,11.238
E02002414,4.464
E02002415,1.397
E02002416,60.549
E02002417,31.058
E02002418,27.928
E02002419,3.935
E02002420,1.986
E02002421,12.478
E02002422,18.608
E02002423,6.125
E02002424,23.472
E02002425,32.986
E02002426,30.264
E02002427,26.886
E02002428,7.570
E02002429,29.737
E02002430,7.740
E02002431,26.348
E02002432,22.929
E02002433,48.223
E02002434,28.588
E02002435,28.020
E02002436,28.706
E02002437,21.965
E02002438,11.296
E02002439,24.585
E02002440,12.374
E02002441,16.346
E02002442,11.909
E02002443,14.088
E02002444,28.448
E02002445,13.343
E02002446,16.198
E02002447,11.139
E02002448,12.624
E02002449,18.513
E02002450,35.619
E02002451,25.365
E02002452,50.239
E02002453,26.960
E02002454,69.845
E02002455,11.141
E02002456,23.759
E02002457,7.862
E02002458,21.538
E02002459,28.950
E02002460,17.776
E02002461,28.655
E02002462,24.690
E02002463,23.252
E02002464,23.276
E02002465,27.979
E02002466,27.003
E02002467,17.010
E02002468,26.111
E02002469,20.807
E02002470,27.074
E02002471,36.477
E02002472,22.013
E02002473,20.389
E02002474,19.903
E02002475,26.214
E02002476,11.023
E02002477,17.365
E02002478,9.079
E02002479,14.304
E02002480,9.171
E02002481,11.024
E02002482,10.247
E02002483,10.956
E02002484,5.255
E02002485,10.594
E02002487,18.757
E02002488,19.590
E02002489,32.170
E02002490,6.340
E02002491,6.434
E02002492,8.006
E02002493,7.006
E02002494,9.222
E02002496,3.696
E02002497,0.024
E02002498,2.694
E02002499,0.000
E02002500,7.495
E02002501,6.466
E02002502,1.484
E02002503,9.496
E02002504,11.217
E02002505,0.000
E02002506,6.201
E02002507,8.257
E02002508,6.430
E02002509,7.623
E02002510,7.101
E02002512,12.257
E02002513,22.029
E02002514,32.318
E02002515,11.054
E02002516,6.371
E02002517,14.544
E02002518,9.175
E02002519,6.323
E02002520,29.075
E02002521,13.014
E02002523,5.729
E02002524,9.207
E02002525,5.620
E02002526,18.522
E02002527,4.957
E02002529,4.591
E02002530,12.604
E02002532,20.634
E02002533,12.799
E02002534,12.840
E02002535,18.523
E02002536,27.613
E02002537,11.391
E02002538,8.758
E02002539,67.934
E02002540,8.000
E02002541,9.385
E02002542,7.742
E02002543,10.106
E02002544,15.203
E02002545,3.804
E02002546,65.255
E02002547,5.894
E02002548,45.292
E02002549,9.817
E02002550,9.567
E02002551,34.077
E02002552,21.929
E02002553,19.216
E02002554,16.729
E02002555,54.923
E02002556,24.286
E02002557,28.342
E02002558,62.818
E02002559,41.475
E02002560,7.782
E02002561,3.133
E02002562,8.024
E02002563,3.157
E02002564,15.592
E02002565,10.319
E02002566,57.506
E02002567,6.524
E02002568,13.740
E02002569,21.753
E02002570,5.004
E02002571,2.906
E02002572,5.063
E02002573,40.570
E02002574,22.362
E02002575,18.322
E02002576,22.422
E02002577,15.478
E02002578,16.314
E02002579,15.143
E02002580,50.867
E02002581,19.017
E02002582,35.177
E02002583,14.086
E02002584,12.587
E02002585,35.215
E02002586,15.884
E02002587,8.467
E02002588,25.999
E02002589,13.112
E02002590,32.434
E02002591,27.117
E02002592,25.717
E02002593,40.409
E02002594,11.804
E02002595,9.651
E02002596,7.853
E02002597,9.272
E02002598,44.121
E02002599,52.889
E02002600,12.036
E02002601,9.041
E02002602,47.853
E02002603,10.324
E02002604,28.990
E02002605,26.869
E02002606,26.439
E02002607,162.341
E02002608,36.190
E02002609,33.321
E02002610,107.412
E02002611,24.184
E02002612,31.440
E02002613,45.681
E02002614,24.319
E02002615,14.207
E02002616,11.024
E02002617,11.710
E02002618,6.937
E02002619,13.692
E02002620,76.551
E02002621,10.822
E02002622,12.542
E02002623,21.368
E02002624,16.881
E02002625,15.924
E02002626,8.966
E02002627,11.663
E02002628,12.359
E02002629,8.749
E02002630,28.953
E02002631,18.400
E02002632,47.193
E02002633,11.867
E02002634,11.544
E02002635,11.741
E02002636,12.467
E02002637,6.533
E02002638,5.188
E02002639,7.572
E02002640,3.728
E02002641,10.796
E02002642,15.769
E02002643,3.200
E02002644,8.398
E02002645,11.264
E02002646,12.692
E02002647,6.020
E02002648,7.458
E02002649,10.451
E02002650,13.974
E02002651,8.879
E02002652,15.362
E02002653,8.516
E02002654,4.337
E02002655,7.397
E02002656,3.498
E02002657,5.787
E02002658,7.821
E02002659,6.771
E02002660,4.019
E02002661,4.267
E02002662,5.989
E02002663,4.564
E02002664,5.414
E02002665,7.516
E02002666,7.053
E02002667,23.850
E02002668,3.455
E02002669,5.435
E02002670,4.632
E02002671,4.690
E02002672,2.646
E02002673,3.191
E02002674,3.186
E02002675,2.329
E02002676,3.855
E02002677,21.941
E02002678,0.795
E02002679,5.657
E02002680,0.563
E02002681,0.000
E02002682,6.126
E02002684,6.365
E02002685,3.999
E02002686,4.179
E02002687,2.217
E02002688,0.060
E02002689,22.527
E02002691,30.932
E02002692,41.919
E02002693,15.786
E02002694,63.811
E02002695,14.513
E02002696,16.658
E02002697,18.886
E02002698,37.794
E02002699,23.907
E02002700,16.335
E02002701,37.350
E02002702,75.319
E02002703,27.357
E02002704,9.318
E02002705,22.148
E02002706,14.852
E02002707,34.543
E02002708,24.467
E02002709,52.753
E02002710,26.371
E02002711,34.211
E02002712,18.196
E02002714,18.898
E02002715,74.727
E02002716,18.431
E02002717,55.069
E02002718,57.811
E02002719,19.902
E02002720,15.833
E02002721,18.386
E02002722,11.608
E02002723,27.254
E02002724,16.669
E02002725,16.396
E02002726,19.298
E02002727,5.129
E02002728,9.828
E02002729,9.469
E02002730,6.292
E02002731,1.867
E02002732,30.674
E02002733,3.348
E02002734,6.146
E02002735,6.876
E02002736,2.476
E02002737,5.133
E02002738,5.457
E02002739,8.315
E02002740,4.359
E02002741,6.786
E02002742,8.045
E02002743,7.191
E02002744,9.465
E02002745,15.462
E02002746,15.241
E02002747,24.069
E02002748,18.896
E02002749,41.067
E02002750,26.690
E02002751,5.378
E02002752,11.817
E02002753,8.521
E02002754,12.005
E02002755,6.162
E02002756,15.812
E02002757,3.977
E02002758,5.857
E02002759,38.088
E02002760,7.576
E02002761,13.306
E02002762,5.300
E02002763,4.999
E02002764,5.034
E02002765,5.388
E02002766,5.386
E02002767,7.237
E02002768,35.843
E02002769,10.764
E02002770,18.833
E02002771,41.575
E02002772,23.896
E02002773,20.165
E02002774,18.595
E02002775,18.440
E02002776,39.677
E02002777,24.425
E02002778,24.564
E02002779,18.673
E02002780,12.474
E02002781,14.793
E02002782,35.341
E02002783,27.497
E02002784,96.967
E02002785,14.351
E02002786,11.927
E02002787,27.171
E02002788,26.233
E02002789,20.339
E02002790,21.259
E02002791,35.915
E02002792,25.716
E02002793,22.048
E02002794,23.679
E02002795,37.928
E02002796,28.370
E02002797,36.440
E02002798,26.690
E02002799,16.401
E02002800,31.306
E02002801,13.854
E02002802,18.065
E02002803,8.067
E02002804,37.113
E02002805,12.225
E02002806,17.618
E02002807,17.929
E02002808,33.876
E02002809,18.053
E02002810,14.458
E02002811,16.066
E02002812,25.968
E02002813,79.285
E02002814,17.697
E02002815,12.644
E02002816,29.472
E02002817,21.304
E02002818,15.557
E02002819,14.630
E02002820,12.321
E02002821,13.962
E02002822,23.739
E02002823,9.373
E02002824,12.859
E02002825,29.920
E02002826,42.687
E02002827,4.944
E02002828,9.931
E02002829,10.462
E02002830,8.766
E02002831,6.017
E02002832,22.193
E02002833,4.215
E02002834,12.450
E02002835,13.017
E02002836,5.173
E02002837,9.470
E02002838,7.440
E02002839,7.229
E02002842,8.776
E02002843,12.859
E02002844,11.251
E02002845,11.345
E02002846,10.588
E02002847,10.673
E02002848,11.784
E02002849,16.498
E02002851,9.766
E02002852,5.666
E02002853,15.078
E02002854,8.070
E02002855,7.079
E02002856,23.544
E02002857,14.435
E02002858,14.738
E02002860,14.762
E02002861,10.155
E02002862,13.749
E02002863,40.308
E02002864,29.074
E02002865,68.591
E02002866,39.241
E02002867,46.668
E02002868,8.884
E02002869,8.234
E02002871,14.009
E02002872,7.862
E02002873,10.512
E02002874,18.311
E02002875,8.265
E02002876,10.672
E02002877,15.377
E02002878,12.584
E02002879,10.168
E02002880,12.115
E02002881,12.772
E02002882,19.316
E02002883,15.149
E02002884,4.563
E02002885,3.458
E02002886,19.356
E02002887,16.717
E02002888,16.015
E02002889,2.203
E02002890,32.812
E02002891,12.922
E02002892,51.396
E02002893,5.211
E02002894,13.274
E02002895,3.674
E02002896,30.190
E02002897,16.059
E02002898,4.471
E02002899,10.873
E02002901,16.369
E02002902,36.689
E02002903,15.917
E02002904,13.321
E02002905,13.320
E02002906,5.040
E02002907,16.202
E02002908,21.439
E02002909,42.238
E02002910,22.858
E02002911,24.113
E02002912,17.758
E02002913,33.336
E02002914,16.243
E02002915,18.220
E02002916,70.426
E02002917,9.071
E02002918,14.066
E02002919,14.643
E02002920,13.883
E02002921,11.264
E02002922,25.567
E02002923,37.081
E02002924,23.774
E02002925,44.626
E02002926,46.356
E02002927,44.224
E02002928,17.897
E02002929,33.011
E02002930,35.794
E02002931,13.801
E02002932,16.489
E02002933,11.782
E02002934,10.952
E02002935,13.852
E02002936,20.637
E02002937,38.027
E02002938,9.742
E02002939,26.687
E02002940,13.339
E02002941,34.063
E02002942,13.003
E02002943,37.767
E02002944,20.332
E02002945,17.918
E02002946,20.523
E02002947,9.187
E02002948,3.832
E02002949,38.091
E02002950,7.946
E02002951,9.605
E02002952,6.299
E02002953,5.099
E02002954,6.448
E02002955,15.897
E02002956,7.874
E02002957,13.481
E02002958,6.318
E02002959,16.740
E02002960,1.971
E02002961,8.965
E02002962,8.627
E02002963,4.069
E02002964,11.997
E02002965,12.878
E02002966,38.961
E02002967,13.901
E02002968,13.153
E02002969,17.596
E02002970,12.673
E02002971,4.935
E02002972,20.465
E02002973,10.332
E02002974,7.644
E02002975,7.644
E02002976,6.689
E02002977,10.475
E02002978,7.984
E02002979,21.939
E02002980,7.265
E02002981,10.305
E02002982,13.264
E02002983,8.946
E02002984,6.162
E02002985,44.554
E02002986,23.881
E02002987,28.657
E02002988,12.048
E02002989,10.506
E02002990,15.612
E02002991,150.019
E02002992,12.450
E02002993,19.836
E02002994,51.745
E02002995,14.596
E02002996,42.278
E02002997,17.650
E02002998,14.341
E02002999,10.459
E02003000,52.519
E02003001,15.924
E02003002,21.208
E02003003,15.743
E02003004,37.078
E02003005,58.792
E02003006,35.988
E02003007,37.763
E02003008,21.259
E02003009,11.503
E02003010,11.326
E02003011,8.542
E02003012,20.142
E02003013,18.641
E02003014,7.916
E02003015,12.413
E02003016,13.880
E02003017,86.328
E02003018,31.519
E02003019,12.978
E02003020,36.037
E02003021,12.554
E02003022,30.571
E02003023,21.681
E02003024,68.750
E02003025,11.470
E02003026,58.407
E02003027,22.254
E02003028,27.037
E02003029,16.401
E02003030,13.929
E02003031,52.154
E02003032,17.088
E02003033,25.746
E02003034,11.754
E02003036,13.766
E02003037,17.852
E02003038,6.269
E02003039,3.842
E02003040,4.739
E02003041,21.835
E02003043,17.801
E02003044,3.252
E02003045,9.738
E02003046,10.723
E02003047,8.188
E02003048,6.030
E02003049,11.430
E02003050,25.749
E02003051,4.614
E02003052,6.806
E02003053,8.798
E02003054,9.777
E02003055,7.649
E02003056,7.842
E02003057,5.870
E02003058,17.639
E02003059,6.121
E02003060,19.693
E02003061,5.240
E02003062,5.978
E02003063,16.042
E02003064,8.570
E02003065,70.969
E02003066,20.191
E02003067,37.600
E02003068,32.003
E02003069,24.578
E02003070,77.270
E02003071,55.552
E02003072,81.614
E02003073,31.798
E02003074,24.327
E02003075,41.632
E02003076,50.984
E02003077,57.613
E02003078,27.894
E02003079,29.033
E02003080,34.538
E02003081,19.725
E02003082,10.424
E02003084,14.025
E02003085,28.775
E02003086,5.239
E02003087,41.082
E02003088,57.674
E02003089,13.278
E02003090,41.587
E02003091,46.723
E02003092,43.538
E02003093,43.843
E02003094,46.742
E02003095,33.431
E02003096,13.696
E02003097,19.196
E02003098,28.799
E02003099,16.716
E02003100,102.843
E02003101,25.404
E02003102,32.210
E02003103,11.971
E02003104,15.992
E02003105,48.747
E02003106,33.850
E02003107,25.900
E02003108,48.140
E02003109,18.086
E02003110,24.128
E02003111,19.996
E02003112,16.514
E02003113,71.242
E02003114,14.257
E02003115,19.674
E02003116,6.720
E02003117,30.294
E02003118,24.941
E02003119,35.966
E02003120,8.669
E02003121,38.662
E02003122,13.412
E02003123,15.429
E02003124,5.719
E02003125,3.522
E02003126,12.815
E02003127,12.997
E02003128,5.321
E02003129,10.651
E02003130,6.081
E02003131,11.882
E02003132,3.889
E02003133,10.438
E02003134,3.553
E02003135,2.787
E02003136,15.157
E02003137,16.550
E02003138,10.492
E02003139,7.524
E02003140,11.030
E02003141,3.523
E02003142,9.284
E02003143,10.993
E02003144,1.533
E02003145,7.740
E02003146,0.067
E02003147,3.555
E02003148,4.472
E02003149,0.027
E02003150,4.380
E02003151,22.198
E02003152,52.393
E02003153,13.275
E02003154,9.237
E02003155,6.144
E02003156,26.552
E02003157,7.132
E02003158,4.540
E02003159,3.911
E02003161,26.524
E02003163,11.336
E02003164,16.640
E02003165,9.316
E02003166,18.048
E02003167,34.259
E02003168,9.972
E02003169,8.154
E02003170,19.596
E02003171,8.219
E02003172,13.902
E02003173,24.844
E02003174,16.805
E02003175,15.225
E02003176,10.984
E02003177,16.666
E02003178,15.727
E02003179,12.769
E02003180,25.482
E02003181,16.737
E02003182,17.602
E02003183,18.403
E02003184,13.196
E02003185,22.220
E02003186,8.609
E02003187,16.280
E02003188,8.488
E02003189,26.924
