msoa11cd,Representative ULEVs
E02001555,99.0
E02001556,131.0
E02001557,377.0
E02001558,334.0
E02001559,150.0
E02001560,2233.0
E02001561,246.0
E02001562,215.0
E02001563,215.0
E02001564,481.0
E02001565,314.0
E02001566,373.0
E02001567,215.0
E02001568,112.0
E02001569,64.0
E02001570,112.0
E02001571,841.0
E02001572,175.0
E02001573,48.0
E02001574,426.0
E02001575,127.0
E02001576,318.0
E02001577,127.0
E02001578,229.0
E02001579,306.0
E02001580,64.0
E02001581,128.0
E02001582,64.0
E02001583,128.0
E02001584,1567.0
E02001585,325.0
E02001586,138.0
E02001587,178.0
E02001588,74.0
E02001589,435.0
E02001590,253.0
E02001591,253.0
E02001592,74.0
E02001593,261.0
E02001594,672.0
E02001595,246.0
E02001596,248.0
E02001597,465.0
E02001598,435.0
E02001599,369.0
E02001600,253.0
E02001601,369.0
E02001602,427.0
E02001603,385.0
E02001604,459.0
E02001605,520.0
E02001606,272.0
E02001607,87.0
E02001608,113.0
E02001609,458.0
E02001610,269.0
E02001611,174.0
E02001612,1397.0
E02001613,1223.0
E02001614,1223.0
E02001615,1598.0
E02001616,1304.0
E02001617,321.0
E02001618,1617.0
E02001619,1524.0
E02001620,1524.0
E02001621,81.0
E02001622,301.0
E02001623,248.0
E02001624,562.0
E02001625,301.0
E02001626,220.0
E02001627,301.0
E02001628,427.0
E02001629,302.0
E02001630,328.0
E02001631,220.0
E02001632,788.0
E02001633,246.0
E02001634,602.0
E02001635,576.0
E02001636,1879.0
E02001637,323.0
E02001638,356.0
E02001639,576.0
E02001640,804.0
E02001642,296.0
E02001643,644.0
E02001646,644.0
E02001647,296.0
E02001648,644.0
E02001649,437.0
E02001650,929.0
E02001651,890.0
E02001652,1111.0
E02001653,109.0
E02001654,56.0
E02001655,144.0
E02001656,766.0
E02001657,410.0
E02001658,171.0
E02001659,56.0
E02001660,618.0
E02001661,265.0
E02001662,227.0
E02001663,413.0
E02001664,88.0
E02001665,766.0
E02001666,217.0
E02001669,304.0
E02001670,270.0
E02001671,217.0
E02001672,270.0
E02001673,225.0
E02001674,182.0
E02001675,129.0
E02001676,478.0
E02001678,462.0
E02001679,182.0
E02001680,182.0
E02001681,443.0
E02001682,268.0
E02001683,164.0
E02001684,257.0
E02001685,78.0
E02001686,280.0
E02001688,296.0
E02001689,102.0
E02001690,258.0
E02001691,296.0
E02001692,288.0
E02001693,186.0
E02001694,188.0
E02001695,78.0
E02001696,78.0
E02001697,108.0
E02001698,94.0
E02001699,186.0
E02001700,360.0
E02001701,108.0
E02001702,186.0
E02001703,119.0
E02001704,108.0
E02001705,276.0
E02001706,736.0
E02001707,380.0
E02001708,444.0
E02001709,604.0
E02001710,295.0
E02001711,698.0
E02001712,383.0
E02001713,532.0
E02001714,512.0
E02001715,452.0
E02001718,395.0
E02001719,200.0
E02001720,88.0
E02001721,223.0
E02001722,100.0
E02001723,202.0
E02001724,160.0
E02001725,257.0
E02001726,325.0
E02001727,240.0
E02001728,123.0
E02001729,190.0
E02001730,273.0
E02001731,542.0
E02001732,225.0
E02001733,128.0
E02001734,225.0
E02001735,128.0
E02001736,382.0
E02001737,128.0
E02001738,224.0
E02001739,393.0
E02001740,224.0
E02001741,766.0
E02001742,224.0
E02001743,224.0
E02001744,358.0
E02001745,322.0
E02001746,617.0
E02001747,336.0
E02001748,71.0
E02001749,160.0
E02001750,463.0
E02001751,160.0
E02001752,646.0
E02001753,134.0
E02001754,239.0
E02001755,381.0
E02001756,360.0
E02001757,239.0
E02001758,112.0
E02001759,239.0
E02001760,239.0
E02001761,112.0
E02001762,272.0
E02001763,351.0
E02001764,274.0
E02001765,169.0
E02001766,274.0
E02001767,240.0
E02001768,57.0
E02001769,242.0
E02001770,242.0
E02001771,242.0
E02001772,242.0
E02001773,242.0
E02001774,380.0
E02001775,185.0
E02001776,121.0
E02001777,61.0
E02001778,242.0
E02001779,302.0
E02001780,242.0
E02001781,245.0
E02001782,121.0
E02001783,185.0
E02001784,178.0
E02001785,303.0
E02001786,185.0
E02001787,385.0
E02001788,134.0
E02001789,346.0
E02001790,311.0
E02001791,237.0
E02001792,118.0
E02001793,119.0
E02001794,119.0
E02001795,495.0
E02001796,246.0
E02001797,466.0
E02001798,119.0
E02001799,41.0
E02001800,417.0
E02001801,258.0
E02001802,86.0
E02001803,293.0
E02001804,77.0
E02001805,77.0
E02001806,97.0
E02001807,274.0
E02001808,249.0
E02001809,196.0
E02001810,196.0
E02001811,77.0
E02001812,258.0
E02001813,84.0
E02001814,97.0
E02001815,297.0
E02001816,84.0
E02001817,172.0
E02001818,88.0
E02001819,203.0
E02001820,101.0
E02001821,294.0
E02001822,224.0
E02001823,101.0
E02001824,147.0
E02001825,231.0
E02001826,269.0
E02001827,520.0
E02001828,661.0
E02001829,520.0
E02001830,950.0
E02001831,340.0
E02001832,419.0
E02001833,575.0
E02001834,137.0
E02001835,930.0
E02001836,312.0
E02001837,64.0
E02001838,340.0
E02001839,211.0
E02001840,130.0
E02001841,576.0
E02001842,147.0
E02001843,211.0
E02001844,493.0
E02001845,138.0
E02001846,66.0
E02001847,149.0
E02001848,197.0
E02001849,414.0
E02001850,171.0
E02001851,245.0
E02001852,66.0
E02001854,179.0
E02001855,396.0
E02001856,133.0
E02001857,284.0
E02001858,131.0
E02001859,302.0
E02001860,131.0
E02001861,202.0
E02001862,107.0
E02001863,67.0
E02001864,68.0
E02001865,260.0
E02001866,202.0
E02001867,105.0
E02001868,156.0
E02001869,359.0
E02001870,277.0
E02001871,166.0
E02001872,166.0
E02001873,163.0
E02001874,43.0
E02001875,214.0
E02001876,606.0
E02001877,90.0
E02001878,162.0
E02001879,249.0
E02001880,98.0
E02001881,143.0
E02001882,53.0
E02001883,1969.0
E02001884,124.0
E02001886,437.0
E02001888,210.0
E02001889,81.0
E02001890,454.0
E02001892,214.0
E02001893,290.0
E02001895,2081.0
E02001896,94.0
E02001897,223.0
E02001898,157.0
E02001899,344.0
E02001900,395.0
E02001901,470.0
E02001902,237.0
E02001903,204.0
E02001904,410.0
E02001905,593.0
E02001906,360.0
E02001907,2645.0
E02001908,60.0
E02001909,282.0
E02001910,282.0
E02001911,101.0
E02001913,494.0
E02001914,222.0
E02001915,346.0
E02001916,209.0
E02001918,330.0
E02001919,282.0
E02001920,261.0
E02001921,414.0
E02001922,306.0
E02001923,352.0
E02001924,149.0
E02001925,266.0
E02001926,266.0
E02001927,410.0
E02001928,101.0
E02001929,149.0
E02001930,300.0
E02001931,292.0
E02001932,410.0
E02001933,441.0
E02001934,100.0
E02001935,309.0
E02001936,392.0
E02001937,300.0
E02001938,141.0
E02001939,450.0
E02001941,400.0
E02001942,391.0
E02001943,300.0
E02001944,249.0
E02001945,383.0
E02001946,325.0
E02001947,249.0
E02001948,162.0
E02001949,315.0
E02001950,184.0
E02001951,383.0
E02001952,250.0
E02001953,391.0
E02001954,66.0
E02001955,437.0
E02001956,383.0
E02001957,250.0
E02001958,760.0
E02001959,539.0
E02001961,360.0
E02001962,223.0
E02001963,223.0
E02001964,137.0
E02001965,353.0
E02001966,1967.0
E02001967,755.0
E02001968,223.0
E02001969,223.0
E02001970,360.0
E02001971,223.0
E02001972,321.0
E02001973,360.0
E02001974,537.0
E02001975,137.0
E02001976,886.0
E02001977,321.0
E02001978,137.0
E02001979,216.0
E02001980,216.0
E02001981,235.0
E02001982,444.0
E02001983,444.0
E02001984,886.0
E02001985,984.0
E02001986,444.0
E02001987,314.0
E02001988,2347.0
E02001989,444.0
E02001990,886.0
E02001991,1193.0
E02001992,749.0
E02001993,228.0
E02001994,847.0
E02001995,847.0
E02001996,1587.0
E02001997,1045.0
E02001998,749.0
E02001999,1193.0
E02002000,220.0
E02002001,311.0
E02002002,270.0
E02002003,313.0
E02002004,218.0
E02002005,236.0
E02002006,319.0
E02002007,225.0
E02002008,336.0
E02002009,212.0
E02002010,319.0
E02002011,139.0
E02002012,330.0
E02002013,139.0
E02002014,212.0
E02002015,257.0
E02002016,330.0
E02002017,297.0
E02002018,372.0
E02002019,304.0
E02002020,490.0
E02002021,219.0
E02002022,351.0
E02002023,233.0
E02002024,415.0
E02002025,513.0
E02002026,118.0
E02002027,351.0
E02002028,233.0
E02002029,160.0
E02002030,547.0
E02002031,522.0
E02002032,404.0
E02002033,453.0
E02002034,490.0
E02002035,368.0
E02002036,367.0
E02002037,233.0
E02002038,368.0
E02002039,429.0
E02002040,490.0
E02002041,196.0
E02002042,368.0
E02002043,89.0
E02002044,232.0
E02002045,151.0
E02002046,89.0
E02002047,214.0
E02002048,73.0
E02002049,309.0
E02002051,125.0
E02002052,216.0
E02002053,147.0
E02002054,73.0
E02002055,430.0
E02002056,125.0
E02002057,125.0
E02002058,768.0
E02002059,216.0
E02002060,768.0
E02002061,216.0
E02002062,250.0
E02002063,600.0
E02002064,535.0
E02002065,924.0
E02002066,601.0
E02002067,620.0
E02002068,249.0
E02002069,606.0
E02002070,128.0
E02002071,60.0
E02002072,606.0
E02002073,199.0
E02002074,126.0
E02002075,145.0
E02002076,387.0
E02002077,305.0
E02002078,126.0
E02002079,131.0
E02002080,293.0
E02002081,68.0
E02002082,68.0
E02002083,68.0
E02002084,1939.0
E02002085,1939.0
E02002086,1871.0
E02002087,1871.0
E02002088,1871.0
E02002089,4881.0
E02002090,2641.0
E02002091,2890.0
E02002092,2435.0
E02002093,2910.0
E02002094,8164.0
E02002095,7738.0
E02002096,2733.0
E02002097,8268.0
E02002098,624.0
E02002099,2733.0
E02002101,434.0
E02002102,624.0
E02002103,326.0
E02002104,624.0
E02002105,3275.0
E02002106,5411.0
E02002107,624.0
E02002108,5113.0
E02002109,5439.0
E02002110,143.0
E02002111,48.0
E02002112,95.0
E02002113,223.0
E02002114,152.0
E02002115,95.0
E02002116,223.0
E02002117,167.0
E02002118,143.0
E02002119,57.0
E02002120,136.0
E02002121,95.0
E02002122,167.0
E02002123,136.0
E02002124,175.0
E02002125,232.0
E02002126,167.0
E02002127,167.0
E02002128,120.0
E02002129,109.0
E02002130,72.0
E02002131,561.0
E02002132,72.0
E02002133,191.0
E02002134,149.0
E02002135,134.0
E02002136,222.0
E02002137,504.0
E02002138,157.0
E02002139,429.0
E02002140,134.0
E02002141,329.0
E02002142,161.0
E02002143,62.0
E02002144,230.0
E02002145,89.0
E02002146,157.0
E02002147,246.0
E02002148,343.0
E02002149,285.0
E02002150,218.0
E02002151,99.0
E02002152,286.0
E02002153,136.0
E02002154,218.0
E02002155,198.0
E02002156,286.0
E02002157,304.0
E02002158,245.0
E02002159,198.0
E02002160,395.0
E02002161,536.0
E02002162,354.0
E02002163,754.0
E02002164,259.0
E02002165,346.0
E02002166,159.0
E02002167,292.0
E02002168,444.0
E02002169,401.0
E02002170,156.0
E02002171,210.0
E02002174,196.0
E02002175,200.0
E02002176,196.0
E02002177,309.0
E02002178,301.0
E02002179,109.0
E02002180,109.0
E02002181,95.0
E02002182,311.0
E02002183,509.0
E02002184,327.0
E02002185,449.0
E02002186,228.0
E02002187,327.0
E02002188,449.0
E02002189,313.0
E02002190,550.0
E02002191,414.0
E02002192,257.0
E02002193,186.0
E02002194,186.0
E02002195,361.0
E02002196,329.0
E02002197,221.0
E02002198,121.0
E02002199,1244.0
E02002200,420.0
E02002201,944.0
E02002202,284.0
E02002203,1075.0
E02002204,354.0
E02002205,186.0
E02002206,1075.0
E02002207,239.0
E02002208,971.0
E02002209,971.0
E02002210,174.0
E02002211,163.0
E02002212,163.0
E02002213,497.0
E02002214,76.0
E02002215,108.0
E02002216,339.0
E02002217,174.0
E02002218,55.0
E02002219,244.0
E02002220,130.0
E02002221,1738.0
E02002222,249.0
E02002223,176.0
E02002224,209.0
E02002225,249.0
E02002226,226.0
E02002227,303.0
E02002228,209.0
E02002229,200.0
E02002230,518.0
E02002231,304.0
E02002232,209.0
E02002233,133.0
E02002234,155.0
E02002235,205.0
E02002236,126.0
E02002237,159.0
E02002238,126.0
E02002239,316.0
E02002240,434.0
E02002241,132.0
E02002242,337.0
E02002243,132.0
E02002244,448.0
E02002245,115.0
E02002246,503.0
E02002247,268.0
E02002248,422.0
E02002249,328.0
E02002250,199.0
E02002251,653.0
E02002252,203.0
E02002253,209.0
E02002254,337.0
E02002255,307.0
E02002256,69.0
E02002257,209.0
E02002258,637.0
E02002259,510.0
E02002260,297.0
E02002261,366.0
E02002262,421.0
E02002263,203.0
E02002264,307.0
E02002265,126.0
E02002266,124.0
E02002267,385.0
E02002268,759.0
E02002269,285.0
E02002270,373.0
E02002271,437.0
E02002272,200.0
E02002273,159.0
E02002274,227.0
E02002275,219.0
E02002276,145.0
E02002277,445.0
E02002278,164.0
E02002279,185.0
E02002280,124.0
E02002281,128.0
E02002282,191.0
E02002283,280.0
E02002284,362.0
E02002285,188.0
E02002286,170.0
E02002287,407.0
E02002288,289.0
E02002289,156.0
E02002290,106.0
E02002291,106.0
E02002292,392.0
E02002293,262.0
E02002294,262.0
E02002295,268.0
E02002296,197.0
E02002297,538.0
E02002298,358.0
E02002299,825.0
E02002300,256.0
E02002301,282.0
E02002302,534.0
E02002303,414.0
E02002304,414.0
E02002305,196.0
E02002306,261.0
E02002307,196.0
E02002308,261.0
E02002309,325.0
E02002310,196.0
E02002311,261.0
E02002312,390.0
E02002313,193.0
E02002314,411.0
E02002315,454.0
E02002316,836.0
E02002317,193.0
E02002318,193.0
E02002319,129.0
E02002320,580.0
E02002321,568.0
E02002322,320.0
E02002323,475.0
E02002324,480.0
E02002325,475.0
E02002326,320.0
E02002327,232.0
E02002328,387.0
E02002329,707.0
E02002330,169.0
E02002331,527.0
E02002332,122.0
E02002333,449.0
E02002334,190.0
E02002335,734.0
E02002336,752.0
E02002337,553.0
E02002338,228.0
E02002339,354.0
E02002340,124.0
E02002341,750.0
E02002342,276.0
E02002343,124.0
E02002344,352.0
E02002345,276.0
E02002346,402.0
E02002347,628.0
E02002348,402.0
E02002349,585.0
E02002350,402.0
E02002351,623.0
E02002352,696.0
E02002353,585.0
E02002354,586.0
E02002356,1231.0
E02002357,126.0
E02002358,1043.0
E02002359,714.0
E02002360,510.0
E02002361,233.0
E02002362,17958.0
E02002363,344.0
E02002364,125.0
E02002366,233.0
E02002367,234.0
E02002368,1188.0
E02002369,358.0
E02002370,9174.0
E02002371,344.0
E02002373,123.0
E02002374,17579.0
E02002375,8616.0
E02002376,653.0
E02002377,344.0
E02002379,271.0
E02002380,293.0
E02002381,293.0
E02002382,653.0
E02002383,123.0
E02002384,9398.0
E02002385,9064.0
E02002386,399.0
E02002387,109.0
E02002388,10535.0
E02002389,778.0
E02002390,691.0
E02002391,293.0
E02002392,9069.0
E02002393,792.0
E02002394,9323.0
E02002395,261.0
E02002396,1982.0
E02002397,293.0
E02002398,691.0
E02002399,588.0
E02002400,19395.0
E02002401,566.0
E02002402,146.0
E02002403,253.0
E02002404,420.0
E02002405,362.0
E02002406,253.0
E02002407,1982.0
E02002408,207.0
E02002409,2164.0
E02002410,1896.0
E02002411,10916.0
E02002412,2078.0
E02002414,285.0
E02002415,117.0
E02002416,569.0
E02002417,427.0
E02002418,253.0
E02002419,11098.0
E02002420,117.0
E02002421,168.0
E02002422,299.0
E02002423,168.0
E02002424,182.0
E02002425,436.0
E02002426,170.0
E02002427,170.0
E02002428,455.0
E02002429,503.0
E02002430,467.0
E02002431,347.0
E02002432,597.0
E02002433,600.0
E02002434,333.0
E02002435,581.0
E02002436,165.0
E02002437,479.0
E02002438,174.0
E02002439,174.0
E02002440,337.0
E02002441,174.0
E02002442,337.0
E02002443,305.0
E02002444,546.0
E02002445,619.0
E02002446,410.0
E02002447,57.0
E02002448,57.0
E02002449,163.0
E02002450,245.0
E02002451,454.0
E02002452,300.0
E02002453,211.0
E02002454,867.0
E02002455,163.0
E02002456,454.0
E02002457,140.0
E02002458,222.0
E02002459,426.0
E02002460,163.0
E02002461,573.0
E02002462,222.0
E02002463,426.0
E02002464,80.0
E02002465,454.0
E02002466,360.0
E02002467,454.0
E02002468,248.0
E02002469,468.0
E02002470,314.0
E02002471,635.0
E02002472,498.0
E02002473,562.0
E02002474,562.0
E02002475,1008.0
E02002476,415.0
E02002477,396.0
E02002478,250.0
E02002479,228.0
E02002480,87.0
E02002481,87.0
E02002482,148.0
E02002483,138.0
E02002484,31.0
E02002485,105.0
E02002487,105.0
E02002488,138.0
E02002489,202.0
E02002490,95.0
E02002491,64.0
E02002492,64.0
E02002493,64.0
E02002494,64.0
E02002496,96.0
E02002497,93.0
E02002498,156.0
E02002499,39.0
E02002500,103.0
E02002501,85.0
E02002502,111.0
E02002503,225.0
E02002504,78.0
E02002505,39.0
E02002506,25.0
E02002507,60.0
E02002508,93.0
E02002509,130.0
E02002510,279.0
E02002512,105.0
E02002513,180.0
E02002514,195.0
E02002515,110.0
E02002516,110.0
E02002517,196.0
E02002518,110.0
E02002519,142.0
E02002520,201.0
E02002521,59.0
E02002523,68.0
E02002524,77.0
E02002525,164.0
E02002526,132.0
E02002527,18.0
E02002529,126.0
E02002530,132.0
E02002532,127.0
E02002533,55.0
E02002534,249.0
E02002535,158.0
E02002536,158.0
E02002537,83.0
E02002538,243.0
E02002539,565.0
E02002540,36.0
E02002541,36.0
E02002542,167.0
E02002543,131.0
E02002544,224.0
E02002545,131.0
E02002546,781.0
E02002547,226.0
E02002548,452.0
E02002549,348.0
E02002550,174.0
E02002551,335.0
E02002552,147.0
E02002553,147.0
E02002554,147.0
E02002555,190.0
E02002556,272.0
E02002557,239.0
E02002558,92.0
E02002559,859.0
E02002560,449.0
E02002561,304.0
E02002562,449.0
E02002563,304.0
E02002564,145.0
E02002565,145.0
E02002566,676.0
E02002567,304.0
E02002568,593.0
E02002569,593.0
E02002570,304.0
E02002571,448.0
E02002572,593.0
E02002573,289.0
E02002574,559.0
E02002575,451.0
E02002576,451.0
E02002577,451.0
E02002578,451.0
E02002579,451.0
E02002580,451.0
E02002581,518.0
E02002582,512.0
E02002583,199.0
E02002584,199.0
E02002585,199.0
E02002586,199.0
E02002587,199.0
E02002588,199.0
E02002589,199.0
E02002590,358.0
E02002591,358.0
E02002592,750.0
E02002593,358.0
E02002594,358.0
E02002595,173.0
E02002596,173.0
E02002597,173.0
E02002598,360.0
E02002599,360.0
E02002600,289.0
E02002601,289.0
E02002602,533.0
E02002603,474.0
E02002604,360.0
E02002605,360.0
E02002606,602.0
E02002607,1320.0
E02002608,1124.0
E02002609,313.0
E02002610,459.0
E02002611,313.0
E02002612,313.0
E02002613,313.0
E02002614,313.0
E02002615,275.0
E02002616,457.0
E02002617,275.0
E02002618,275.0
E02002619,382.0
E02002620,507.0
E02002621,275.0
E02002622,275.0
E02002623,182.0
E02002624,293.0
E02002625,568.0
E02002626,293.0
E02002627,293.0
E02002628,111.0
E02002629,111.0
E02002630,111.0
E02002631,111.0
E02002632,1467.0
E02002633,206.0
E02002634,357.0
E02002635,206.0
E02002636,449.0
E02002637,429.0
E02002638,276.0
E02002639,92.0
E02002640,276.0
E02002641,92.0
E02002642,591.0
E02002643,223.0
E02002644,385.0
E02002645,293.0
E02002646,606.0
E02002647,293.0
E02002648,162.0
E02002649,162.0
E02002650,383.0
E02002651,254.0
E02002652,133.0
E02002653,195.0
E02002654,36.0
E02002655,195.0
E02002656,36.0
E02002657,195.0
E02002658,195.0
E02002659,36.0
E02002660,204.0
E02002661,152.0
E02002662,152.0
E02002663,161.0
E02002664,195.0
E02002665,99.0
E02002666,305.0
E02002667,436.0
E02002668,90.0
E02002669,136.0
E02002670,63.0
E02002671,152.0
E02002672,90.0
E02002673,152.0
E02002674,63.0
E02002675,151.0
E02002676,136.0
E02002677,488.0
E02002678,191.0
E02002679,191.0
E02002680,275.0
E02002681,108.0
E02002682,128.0
E02002684,266.0
E02002685,101.0
E02002686,101.0
E02002687,101.0
E02002688,101.0
E02002689,336.0
E02002691,271.0
E02002692,192.0
E02002693,251.0
E02002694,450.0
E02002695,86.0
E02002696,481.0
E02002697,470.0
E02002698,93.0
E02002699,223.0
E02002700,223.0
E02002701,593.0
E02002702,309.0
E02002703,331.0
E02002704,147.0
E02002705,157.0
E02002706,171.0
E02002707,477.0
E02002708,220.0
E02002709,445.0
E02002710,157.0
E02002711,171.0
E02002712,95.0
E02002714,176.0
E02002715,247.0
E02002716,95.0
E02002717,358.0
E02002718,247.0
E02002719,132.0
E02002720,394.0
E02002721,352.0
E02002722,109.0
E02002723,191.0
E02002724,191.0
E02002725,1300.0
E02002726,201.0
E02002727,150.0
E02002728,488.0
E02002729,167.0
E02002730,121.0
E02002731,86.0
E02002732,248.0
E02002733,177.0
E02002734,130.0
E02002735,57.0
E02002736,150.0
E02002737,143.0
E02002738,179.0
E02002739,57.0
E02002740,179.0
E02002741,226.0
E02002742,57.0
E02002743,57.0
E02002744,76.0
E02002745,159.0
E02002746,49.0
E02002747,311.0
E02002748,456.0
E02002749,108.0
E02002750,108.0
E02002751,124.0
E02002752,305.0
E02002753,228.0
E02002754,1404.0
E02002755,197.0
E02002756,301.0
E02002757,124.0
E02002758,197.0
E02002759,155.0
E02002760,301.0
E02002761,210.0
E02002762,177.0
E02002763,73.0
E02002764,104.0
E02002765,177.0
E02002766,197.0
E02002767,301.0
E02002768,1351.0
E02002769,435.0
E02002770,307.0
E02002771,295.0
E02002772,199.0
E02002773,154.0
E02002774,288.0
E02002775,258.0
E02002776,672.0
E02002777,348.0
E02002778,328.0
E02002779,258.0
E02002780,432.0
E02002781,238.0
E02002782,718.0
E02002783,584.0
E02002784,1846.0
E02002785,417.0
E02002786,319.0
E02002787,584.0
E02002788,718.0
E02002789,450.0
E02002790,349.0
E02002791,399.0
E02002792,385.0
E02002793,385.0
E02002794,313.0
E02002795,268.0
E02002796,329.0
E02002797,329.0
E02002798,1732.0
E02002799,1732.0
E02002800,2161.0
E02002801,1732.0
E02002802,1832.0
E02002803,2161.0
E02002804,329.0
E02002805,1732.0
E02002806,429.0
E02002807,1732.0
E02002808,614.0
E02002809,2206.0
E02002810,329.0
E02002811,614.0
E02002812,514.0
E02002813,2957.0
E02002814,290.0
E02002815,290.0
E02002816,821.0
E02002817,290.0
E02002818,290.0
E02002819,2039.0
E02002820,2039.0
E02002821,207.0
E02002822,290.0
E02002823,207.0
E02002824,307.0
E02002825,603.0
E02002826,396.0
E02002827,402.0
E02002828,628.0
E02002829,402.0
E02002830,1109.0
E02002831,402.0
E02002832,1109.0
E02002833,402.0
E02002834,855.0
E02002835,628.0
E02002836,518.0
E02002837,628.0
E02002838,337.0
E02002839,226.0
E02002842,739.0
E02002843,1663.0
E02002844,2116.0
E02002845,226.0
E02002846,337.0
E02002847,1663.0
E02002848,1663.0
E02002849,1890.0
E02002851,1663.0
E02002852,337.0
E02002853,1663.0
E02002854,337.0
E02002855,1774.0
E02002856,1553.0
E02002857,1774.0
E02002858,1437.0
E02002860,1774.0
E02002861,1437.0
E02002862,1437.0
E02002863,537.0
E02002864,299.0
E02002865,299.0
E02002866,537.0
E02002867,614.0
E02002868,338.0
E02002869,110.0
E02002871,448.0
E02002872,380.0
E02002873,338.0
E02002874,338.0
E02002875,448.0
E02002876,898.0
E02002877,555.0
E02002878,270.0
E02002879,518.0
E02002880,270.0
E02002881,270.0
E02002882,612.0
E02002883,217.0
E02002884,1138.0
E02002885,180.0
E02002886,450.0
E02002887,270.0
E02002888,217.0
E02002889,237.0
E02002890,894.0
E02002891,1007.0
E02002892,667.0
E02002893,180.0
E02002894,450.0
E02002895,857.0
E02002896,1064.0
E02002897,270.0
E02002898,180.0
E02002899,792.0
E02002901,186.0
E02002902,186.0
E02002903,186.0
E02002904,186.0
E02002905,368.0
E02002906,172.0
E02002907,172.0
E02002908,638.0
E02002909,828.0
E02002910,414.0
E02002911,516.0
E02002912,384.0
E02002913,613.0
E02002914,384.0
E02002915,384.0
E02002916,770.0
E02002917,154.0
E02002918,384.0
E02002919,383.0
E02002920,383.0
E02002921,229.0
E02002922,749.0
E02002923,210.0
E02002924,676.0
E02002925,640.0
E02002926,181.0
E02002927,903.0
E02002928,148.0
E02002929,385.0
E02002930,148.0
E02002931,895.0
E02002932,644.0
E02002933,269.0
E02002934,250.0
E02002935,791.0
E02002936,894.0
E02002937,616.0
E02002938,147.0
E02002939,447.0
E02002940,644.0
E02002941,1130.0
E02002942,644.0
E02002943,260.0
E02002944,992.0
E02002945,1041.0
E02002946,201.0
E02002947,115.0
E02002948,59.0
E02002949,1069.0
E02002950,59.0
E02002951,488.0
E02002952,156.0
E02002953,156.0
E02002954,216.0
E02002955,156.0
E02002956,156.0
E02002957,277.0
E02002958,394.0
E02002959,334.0
E02002960,178.0
E02002961,334.0
E02002962,238.0
E02002963,178.0
E02002964,238.0
E02002965,945.0
E02002966,604.0
E02002967,252.0
E02002968,611.0
E02002969,272.0
E02002970,272.0
E02002971,464.0
E02002972,464.0
E02002973,272.0
E02002974,192.0
E02002975,192.0
E02002976,464.0
E02002977,192.0
E02002978,192.0
E02002979,253.0
E02002980,272.0
E02002981,192.0
E02002982,497.0
E02002983,192.0
E02002984,305.0
E02002985,282.0
E02002986,171.0
E02002987,171.0
E02002988,453.0
E02002989,453.0
E02002990,1169.0
E02002991,1819.0
E02002992,1169.0
E02002993,453.0
E02002994,1580.0
E02002995,1169.0
E02002996,1169.0
E02002997,1169.0
E02002998,716.0
E02002999,716.0
E02003000,1424.0
E02003001,1169.0
E02003002,1169.0
E02003003,716.0
E02003004,271.0
E02003005,884.0
E02003006,982.0
E02003007,426.0
E02003008,266.0
E02003009,426.0
E02003010,266.0
E02003011,266.0
E02003012,229.0
E02003013,796.0
E02003014,320.0
E02003015,779.0
E02003016,176.0
E02003017,16492.0
E02003018,465.0
E02003019,91.0
E02003020,603.0
E02003021,405.0
E02003022,605.0
E02003023,15889.0
E02003024,15889.0
E02003025,16610.0
E02003026,374.0
E02003027,407.0
E02003028,781.0
E02003029,16057.0
E02003030,16103.0
E02003031,738.0
E02003032,16271.0
E02003033,458.0
E02003034,842.0
E02003036,666.0
E02003037,227.0
E02003038,382.0
E02003039,382.0
E02003040,214.0
E02003041,395.0
E02003043,893.0
E02003044,382.0
E02003045,227.0
E02003046,278.0
E02003047,257.0
E02003048,431.0
E02003049,449.0
E02003050,1059.0
E02003051,153.0
E02003052,153.0
E02003053,542.0
E02003054,449.0
E02003055,431.0
E02003056,431.0
E02003057,219.0
E02003058,111.0
E02003059,219.0
E02003060,389.0
E02003061,66.0
E02003062,66.0
E02003063,177.0
E02003064,177.0
E02003065,326.0
E02003066,326.0
E02003067,326.0
E02003068,657.0
E02003069,254.0
E02003070,1437.0
E02003071,254.0
E02003072,265.0
E02003073,265.0
E02003074,254.0
E02003075,536.0
E02003076,628.0
E02003077,678.0
E02003078,736.0
E02003079,199.0
E02003080,199.0
E02003081,335.0
E02003082,335.0
E02003084,335.0
E02003085,709.0
E02003086,136.0
E02003087,373.0
E02003088,576.0
E02003089,299.0
E02003090,384.0
E02003091,384.0
E02003092,685.0
E02003093,411.0
E02003094,783.0
E02003095,301.0
E02003096,301.0
E02003097,301.0
E02003098,16244.0
E02003099,301.0
E02003100,355.0
E02003101,355.0
E02003102,140.0
E02003103,301.0
E02003104,355.0
E02003105,16330.0
E02003106,16398.0
E02003107,369.0
E02003108,16693.0
E02003109,15889.0
E02003110,16029.0
E02003111,15889.0
E02003112,15889.0
E02003113,17753.0
E02003114,16057.0
E02003115,16057.0
E02003116,168.0
E02003117,363.0
E02003118,363.0
E02003119,363.0
E02003120,363.0
E02003121,363.0
E02003122,169.0
E02003123,224.0
E02003124,224.0
E02003125,55.0
E02003126,169.0
E02003127,224.0
E02003128,55.0
E02003129,224.0
E02003130,55.0
E02003131,399.0
E02003132,100.0
E02003133,265.0
E02003134,100.0
E02003135,100.0
E02003136,134.0
E02003137,96.0
